         1       139        10    51.569 1.837e-02    51.069
         1       139        11    51.511 1.837e-02    51.011
         1       139        29    49.681 1.837e-02    49.181
         1       139        30    49.601 1.837e-02    49.101
         1       140        11    51.454 1.837e-02    50.954
         1       140        12    51.397 1.837e-02    50.897
         1       140        27    49.863 1.837e-02    49.363
         1       140        28    49.788 1.837e-02    49.288
         1       140        29    49.732 1.837e-02    49.232
         1       141        12    51.340 1.837e-02    50.840
         1       141        13    51.282 1.837e-02    50.782
         1       141        25    50.046 1.837e-02    49.546
         1       141        26    49.993 1.837e-02    49.493
         1       141        27    49.915 1.837e-02    49.415
         1       142        13    51.225 1.837e-02    50.725
         1       142        14    51.167 1.837e-02    50.667
         1       142        16    50.935 1.837e-02    50.435
         1       142        17    50.848 1.837e-02    50.348
         1       142        18    50.755 1.837e-02    50.255
         1       142        19    50.662 1.837e-02    50.162
         1       142        20    50.569 1.837e-02    50.069
         1       142        21    50.476 1.837e-02    49.976
         1       142        22    50.383 1.837e-02    49.883
         1       142        23    50.289 1.837e-02    49.789
         1       142        24    50.191 1.837e-02    49.691
         1       142        25    50.097 1.837e-02    49.597
         1       143        14    51.129 1.837e-02    50.629
         1       143        15    51.035 1.837e-02    50.535
         1       143        16    50.981 1.837e-02    50.481
