76.590 77.193 77.795 78.417 79.059 79.700 80.414 81.201 81.988 82.676 83.266 83.856 84.225 84.373 84.521 84.496 84.298 84.100 83.840 83.519 83.197 82.812 82.363 81.915 81.367 80.722 80.077 79.421 78.756 78.092 77.687 77.544 77.401 77.041 76.464 75.887 75.140 74.222 73.304 72.474 71.731 70.988 70.282 69.611 68.940 68.315 67.735 67.155 66.570 65.979 65.388 65.328 65.799 66.269 66.140 65.412 64.683 63.293 61.240 59.187 57.890 57.349 56.808 56.895 57.612 58.329 58.426 57.905 57.384 57.267 57.555 57.843 57.820 57.486 57.152 56.672 56.045 55.418 54.969 54.698 54.427 54.393 54.598 54.803 55.055 55.356 55.657 55.826 55.863 55.900 55.945 55.997 56.049 55.972 55.763 55.555 55.205 54.711 54.217 54.407 55.279 56.152 56.933 57.623 58.313 58.882 59.329 59.776 60.002 60.005 60.009 59.806 59.396 58.986 58.431 57.731 57.031 56.383 55.787 55.190 54.308 53.141 51.973 50.986 50.181 49.375 48.467 47.458 46.448 45.279 43.952 42.624 41.369 40.186 39.002 37.893 36.856 35.820 35.071 34.611 34.151 33.740 33.380 33.019 32.582 32.068 31.554
76.126 76.610 77.094 77.652 78.285 78.918 79.645 80.466 81.287 82.035 82.711 83.386 83.748 83.796 83.845 83.839 83.780 83.720 83.548 83.263 82.979 82.596 82.116 81.635 81.127 80.591 80.055 79.407 78.647 77.887 77.398 77.180 76.961 76.522 75.862 75.202 74.382 73.402 72.423 71.555 70.800 70.045 69.317 68.616 67.915 67.327 66.852 66.377 65.835 65.225 64.616 64.430 64.670 64.909 64.678 63.979 63.279 62.091 60.413 58.735 57.823 57.674 57.526 57.745 58.332 58.919 58.967 58.476 57.985 57.850 58.071 58.291 58.278 58.032 57.785 57.444 57.007 56.571 56.277 56.126 55.975 55.977 56.134 56.290 56.502 56.770 57.038 57.177 57.188 57.198 57.153 57.054 56.955 56.836 56.700 56.563 56.194 55.593 54.992 55.013 55.655 56.297 56.976 57.693 58.410 58.974 59.384 59.795 60.005 60.016 60.026 59.885 59.593 59.301 58.755 57.956 57.156 56.422 55.754 55.086 54.296 53.382 52.468 51.627 50.860 50.092 49.184 48.135 47.086 45.878 44.510 43.142 41.835 40.590 39.344 38.189 37.126 36.062 35.282 34.786 34.289 33.862 33.506 33.149 32.732 32.253 31.774
75.662 76.027 76.392 76.886 77.511 78.136 78.876 79.731 80.586 81.394 82.155 82.917 83.272 83.220 83.168 83.182 83.261 83.340 83.256 83.008 82.760 82.380 81.868 81.355 80.886 80.459 80.033 79.392 78.537 77.682 77.108 76.815 76.522 76.004 75.260 74.517 73.624 72.583 71.541 70.637 69.870 69.102 68.353 67.621 66.890 66.339 65.969 65.599 65.100 64.472 63.843 63.533 63.540 63.548 63.217 62.546 61.875 60.888 59.586 58.283 57.755 57.999 58.244 58.595 59.052 59.509 59.507 59.047 58.587 58.433 58.586 58.739 58.736 58.577 58.418 58.216 57.970 57.724 57.585 57.554 57.522 57.561 57.669 57.778 57.949 58.184 58.419 58.529 58.512 58.496 58.362 58.111 57.860 57.701 57.636 57.570 57.184 56.475 55.767 55.619 56.030 56.442 57.019 57.763 58.507 59.066 59.439 59.813 60.009 60.026 60.044 59.965 59.790 59.616 59.079 58.180 57.281 56.462 55.722 54.982 54.283 53.623 52.963 52.269 51.539 50.809 49.900 48.812 47.724 46.476 45.068 43.660 42.302 40.993 39.685 38.486 37.395 36.305 35.493 34.960 34.427 33.984 33.632 33.280 32.882 32.438 31.995
75.476 75.684 75.891 76.253 76.770 77.288 77.975 78.831 79.688 80.552 81.424 82.296 82.702 82.642 82.581 82.626 82.776 82.926 82.877 82.627 82.377 81.999 81.492 80.985 80.559 80.214 79.869 79.245 78.344 77.443 76.765 76.308 75.852 75.232 74.448 73.664 72.715 71.601 70.487 69.515 68.686 67.856 67.100 66.418 65.735 65.264 65.002 64.741 64.278 63.612 62.947 62.534 62.372 62.211 61.823 61.209 60.595 59.823 58.894 57.965 57.709 58.128 58.546 58.963 59.378 59.793 59.821 59.462 59.104 58.994 59.133 59.272 59.312 59.253 59.194 59.106 58.989 58.871 58.853 58.935 59.016 59.103 59.193 59.284 59.427 59.623 59.819 59.872 59.782 59.693 59.476 59.132 58.788 58.591 58.542 58.492 58.095 57.352 56.608 56.331 56.519 56.708 57.164 57.887 58.610 59.151 59.510 59.869 60.071 60.114 60.158 60.123 60.008 59.894 59.350 58.378 57.405 56.526 55.742 54.957 54.307 53.793 53.278 52.687 52.018 51.349 50.473 49.390 48.308 47.043 45.596 44.150 42.740 41.368 39.995 38.749 37.631 36.512 35.672 35.111 34.550 34.093 33.739 33.385 32.999 32.580 32.160
75.568 75.579 75.591 75.752 76.062 76.373 76.941 77.767 78.593 79.510 80.517 81.524 82.039 82.061 82.084 82.172 82.325 82.478 82.409 82.120 81.830 81.454 80.990 80.526 80.147 79.855 79.563 78.967 78.069 77.171 76.368 75.660 74.952 74.207 73.425 72.643 71.654 70.457 69.260 68.191 67.249 66.307 65.560 65.006 64.452 64.101 63.952 63.803 63.368 62.648 61.927 61.433 61.165 60.898 60.499 59.968 59.438 58.894 58.336 57.779 57.687 58.060 58.433 58.849 59.310 59.770 59.907 59.721 59.535 59.532 59.711 59.890 60.006 60.060 60.114 60.115 60.064 60.012 60.080 60.268 60.456 60.602 60.706 60.810 60.937 61.087 61.237 61.207 60.998 60.789 60.495 60.117 59.739 59.506 59.417 59.328 58.930 58.223 57.515 57.148 57.121 57.095 57.409 58.064 58.719 59.230 59.596 59.963 60.191 60.280 60.369 60.358 60.246 60.135 59.569 58.548 57.528 56.616 55.813 55.010 54.369 53.891 53.413 52.881 52.296 51.711 50.902 49.869 48.836 47.578 46.095 44.612 43.151 41.712 40.272 38.979 37.832 36.684 35.820 35.239 34.658 34.188 33.827 33.466 33.083 32.677 32.272
75.659 75.475 75.291 75.251 75.354 75.458 75.907 76.703 77.499 78.467 79.609 80.751 81.375 81.481 81.587 81.718 81.873 82.029 81.942 81.613 81.283 80.908 80.487 80.066 79.735 79.496 79.257 78.689 77.794 76.898 75.971 75.011 74.051 73.181 72.402 71.622 70.593 69.313 68.033 66.866 65.812 64.758 64.019 63.594 63.169 62.938 62.902 62.865 62.459 61.683 60.907 60.332 59.958 59.584 59.174 58.727 58.281 57.965 57.779 57.593 57.664 57.991 58.319 58.736 59.241 59.747 59.993 59.980 59.967 60.070 60.289 60.508 60.700 60.867 61.034 61.124 61.139 61.153 61.308 61.602 61.896 62.101 62.218 62.335 62.446 62.550 62.655 62.543 62.214 61.885 61.514 61.102 60.690 60.420 60.292 60.164 59.764 59.093 58.422 57.966 57.724 57.481 57.654 58.241 58.828 59.309 59.683 60.056 60.311 60.446 60.580 60.593 60.485 60.376 59.787 58.719 57.650 56.706 55.884 55.063 54.431 53.990 53.548 53.076 52.575 52.073 51.330 50.347 49.364 48.113 46.594 45.075 43.562 42.056 40.550 39.209 38.032 36.856 35.968 35.367 34.767 34.283 33.914 33.546 33.166 32.775 32.383
76.023 75.726 75.429 75.234 75.140 75.047 75.325 75.976 76.626 77.534 78.699 79.864 80.546 80.744 80.942 81.124 81.291 81.457 81.389 81.085 80.781 80.439 80.058 79.676 79.365 79.124 78.883 78.293 77.353 76.413 75.389 74.281 73.174 72.224 71.430 70.637 69.581 68.263 66.946 65.715 64.572 63.429 62.707 62.407 62.106 61.945 61.924 61.902 61.506 60.736 59.965 59.402 59.046 58.690 58.343 58.006 57.669 57.500 57.500 57.500 57.627 57.881 58.135 58.552 59.131 59.710 60.087 60.261 60.435 60.664 60.948 61.233 61.495 61.736 61.977 62.125 62.180 62.234 62.446 62.815 63.184 63.419 63.518 63.617 63.724 63.839 63.954 63.813 63.416 63.019 62.589 62.128 61.666 61.336 61.137 60.939 60.493 59.799 59.106 58.595 58.267 57.940 58.030 58.538 59.046 59.481 59.845 60.208 60.472 60.636 60.800 60.821 60.699 60.577 59.999 58.964 57.930 56.971 56.089 55.207 54.548 54.110 53.672 53.222 52.760 52.298 51.604 50.678 49.751 48.525 46.999 45.473 43.928 42.362 40.797 39.417 38.223 37.028 36.116 35.486 34.856 34.358 33.991 33.625 33.255 32.882 32.509
76.660 76.332 76.004 75.701 75.420 75.140 75.195 75.585 75.976 76.709 77.785 78.861 79.549 79.849 80.149 80.392 80.577 80.763 80.749 80.536 80.324 80.045 79.702 79.358 79.037 78.740 78.443 77.778 76.746 75.713 74.622 73.472 72.321 71.334 70.511 69.687 68.619 67.308 65.997 64.737 63.528 62.319 61.624 61.444 61.264 61.122 61.019 60.915 60.511 59.806 59.101 58.641 58.427 58.214 58.006 57.803 57.601 57.500 57.500 57.500 57.576 57.729 57.881 58.298 58.979 59.660 60.188 60.563 60.938 61.313 61.689 62.065 62.391 62.667 62.943 63.116 63.186 63.255 63.496 63.909 64.322 64.554 64.605 64.655 64.771 64.952 65.133 65.017 64.605 64.192 63.721 63.194 62.666 62.252 61.953 61.653 61.116 60.341 59.566 59.036 58.753 58.469 58.536 58.954 59.371 59.747 60.083 60.418 60.674 60.851 61.027 61.040 60.889 60.738 60.203 59.284 58.365 57.413 56.428 55.443 54.718 54.251 53.785 53.319 52.853 52.387 51.722 50.859 49.997 48.814 47.310 45.807 44.247 42.630 41.012 39.603 38.402 37.201 36.266 35.596 34.926 34.413 34.056 33.700 33.348 32.999 32.650
77.296 76.938 76.580 76.168 75.701 75.234 75.065 75.195 75.325 75.884 76.871 77.859 78.553 78.955 79.357 79.660 79.864 80.068 80.110 79.988 79.866 79.652 79.346 79.039 78.709 78.356 78.002 77.263 76.138 75.014 73.855 72.662 71.468 70.445 69.591 68.737 67.658 66.353 65.048 63.759 62.484 61.209 60.541 60.481 60.421 60.299 60.113 59.928 59.516 58.876 58.236 57.880 57.809 57.738 57.669 57.601 57.534 57.500 57.500 57.500 57.525 57.576 57.627 58.044 58.826 59.609 60.288 60.865 61.441 61.963 62.430 62.897 63.286 63.598 63.910 64.108 64.192 64.276 64.547 65.003 65.460 65.689 65.691 65.694 65.818 66.065 66.312 66.222 65.793 65.365 64.853 64.259 63.665 63.168 62.768 62.368 61.739 60.882 60.025 59.477 59.238 58.999 59.043 59.370 59.696 60.014 60.321 60.628 60.877 61.066 61.255 61.260 61.079 60.899 60.407 59.604 58.801 57.855 56.767 55.679 54.888 54.393 53.898 53.416 52.945 52.475 51.840 51.041 50.242 49.103 47.622 46.141 44.566 42.897 41.228 39.790 38.582 37.374 36.415 35.705 34.995 34.467 34.122 33.776 33.441 33.116 32.790
78.196 77.804 77.411 76.911 76.304 75.697 75.319 75.171 75.023 75.354 76.164 76.974 77.629 78.129 78.628 78.983 79.193 79.403 79.492 79.460 79.428 79.270 78.987 78.704 78.363 77.962 77.562 76.754 75.539 74.324 73.104 71.879 70.654 69.587 68.678 67.769 66.671 65.385 64.099 62.884 61.742 60.599 60.023 60.014 60.005 59.867 59.600 59.333 58.950 58.450 57.950 57.667 57.600 57.533 57.500 57.500 57.500 57.524 57.572 57.621 57.621 57.572 57.524 57.907 58.720 59.533 60.305 61.037 61.768 62.418 62.987 63.555 64.046 64.460 64.873 65.112 65.178 65.243 65.509 65.977 66.444 66.686 66.702 66.717 66.871 67.164 67.456 67.405 67.009 66.614 66.064 65.359 64.654 64.022 63.461 62.901 62.182 61.302 60.422 59.899 59.733 59.567 59.600 59.831 60.062 60.304 60.559 60.813 61.047 61.260 61.473 61.484 61.293 61.102 60.652 59.943 59.234 58.287 57.100 55.914 55.044 54.489 53.935 53.401 52.888 52.375 51.739 50.977 50.216 49.140 47.748 46.357 44.798 43.072 41.346 39.884 38.687 37.489 36.534 35.822 35.110 34.583 34.241 33.899 33.569 33.252 32.934
