extwc            finf              pet              rootdepth       
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.5099999908E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9000000136E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999747E-04 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.2099999983E-03 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.3300000099E-03 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.6600000197E-03 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.7500000065E-03 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.8999999845E-03 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.1500000013E-02 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.3245759988E-02 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.2596607897E-02 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.1140950946E-02 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.1214565616E-01 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.1200000010E-01 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999776E-02 0.3749999905E-05 0.2500000000E+01 
0.1001999974E+00 0.8999999613E-02 0.3750000178E-04 0.2500000000E+01 
0.1001999974E+00 0.8000000380E-02 0.6250000297E-04 0.2500000000E+01 
0.1001999974E+00 0.8999999613E-02 0.8749999688E-04 0.2500000000E+01 
0.1001999974E+00 0.7000000216E-02 0.1124999981E-03 0.2500000000E+01 
0.1001999974E+00 0.7367141079E-02 0.1374999993E-03 0.2500000000E+01 
0.1001999974E+00 0.5893712863E-02 0.1625000004E-03 0.2500000000E+01 
0.1001999974E+00 0.1034853514E-01 0.1875000016E-03 0.2500000000E+01 
0.1001999974E+00 0.9025887586E-02 0.2125000028E-03 0.2500000000E+01 
0.1001999974E+00 0.9820710868E-02 0.2375000040E-03 0.2500000000E+01 
0.1001999974E+00 0.7418917026E-02 0.2624999906E-03 0.2500000000E+01 
0.1001999974E+00 0.6000000052E-02 0.2875000064E-03 0.2500000000E+01 
0.1001999974E+00 0.4999999888E-02 0.3124999930E-03 0.2500000000E+01 
0.1001999974E+00 0.4000000190E-02 0.6644999958E-03 0.2500000000E+01 
0.1001999974E+00 0.4375892226E-02 0.9396250243E-03 0.2500000000E+01 
0.1001999974E+00 0.9047335945E-02 0.1214375021E-02 0.2500000000E+01 
0.1001999974E+00 0.1963786967E-01 0.1488375012E-02 0.2500000000E+01 
0.1001999974E+00 0.1663646474E-01 0.1511999988E-02 0.2500000000E+01 
0.1001999974E+00 0.1155234780E-01 0.1534875017E-02 0.2500000000E+01 
0.1001999974E+00 0.9241878055E-02 0.1557374955E-02 0.2500000000E+01 
0.1001999974E+00 0.7270737085E-02 0.1579124946E-02 0.2500000000E+01 
0.1001999974E+00 0.4235235974E-02 0.1600124990E-02 0.2500000000E+01 
0.1001999974E+00 0.5799999926E-02 0.1620749943E-02 0.2500000000E+01 
0.1001999974E+00 0.9740087204E-02 0.1640624949E-02 0.2500000000E+01 
0.1001999974E+00 0.7792070042E-02 0.1659750007E-02 0.2500000000E+01 
0.1001999974E+00 0.4827260040E-02 0.1678125001E-02 0.2500000000E+01 
0.1001999974E+00 0.5248869769E-02 0.1695750048E-02 0.2500000000E+01 
0.1001999974E+00 0.4896635190E-02 0.1712625031E-02 0.2500000000E+01 
0.1001999974E+00 0.3917308059E-02 0.1728749950E-02 0.2500000000E+01 
0.1001999974E+00 0.1284052990E-01 0.1744125038E-02 0.2500000000E+01 
0.1001999974E+00 0.1027242374E-01 0.1758749946E-02 0.2500000000E+01 
0.1001999974E+00 0.8217939176E-02 0.1772625023E-02 0.2500000000E+01 
0.1001999974E+00 0.8354280144E-02 0.1785750035E-02 0.2500000000E+01 
0.1001999974E+00 0.6683424115E-02 0.1797750010E-02 0.2500000000E+01 
0.1001999974E+00 0.4999999888E-02 0.1809000038E-02 0.2500000000E+01 
0.1001999974E+00 0.5193267018E-02 0.1819500001E-02 0.2500000000E+01 
0.1001999974E+00 0.1551560592E-01 0.1828875043E-02 0.2500000000E+01 
0.1001999974E+00 0.1341248397E-01 0.1837500022E-02 0.2500000000E+01 
0.1001999974E+00 0.1092998777E-01 0.1845375053E-02 0.2500000000E+01 
0.1001999974E+00 0.7943989709E-02 0.1852125046E-02 0.2500000000E+01 
0.1001999974E+00 0.6000000052E-02 0.1858124975E-02 0.2500000000E+01 
0.1001999974E+00 0.5799999926E-02 0.1863374957E-02 0.2500000000E+01 
0.1001999974E+00 0.4800000228E-02 0.1867500017E-02 0.2500000000E+01 
0.1001999974E+00 0.5799999926E-02 0.1870500040E-02 0.2500000000E+01 
0.1001999974E+00 0.6800000090E-02 0.1873124973E-02 0.2500000000E+01 
0.1001999974E+00 0.7100000046E-02 0.1874250011E-02 0.2500000000E+01 
0.1001999974E+00 0.5799999926E-02 0.1874999958E-02 0.2500000000E+01 
0.1001999974E+00 0.5200000014E-02 0.1874250011E-02 0.2500000000E+01 
0.1001999974E+00 0.5100000184E-02 0.1873124973E-02 0.2500000000E+01 
0.1001999974E+00 0.4800000228E-02 0.1870500040E-02 0.2500000000E+01 
0.1001999974E+00 0.4800000228E-02 0.1867500017E-02 0.2500000000E+01 
0.1001999974E+00 0.5200000014E-02 0.1863374957E-02 0.2500000000E+01 
0.1001999974E+00 0.8181824349E-02 0.1858124975E-02 0.2500000000E+01 
0.1001999974E+00 0.6545458920E-02 0.1852125046E-02 0.2500000000E+01 
0.1001999974E+00 0.6865472998E-02 0.1845375053E-02 0.2500000000E+01 
0.1001999974E+00 0.5492378958E-02 0.1837500022E-02 0.2500000000E+01 
0.1001999974E+00 0.4800000228E-02 0.1828875043E-02 0.2500000000E+01 
0.1001999974E+00 0.5100000184E-02 0.1819500001E-02 0.2500000000E+01 
0.1001999974E+00 0.6099999882E-02 0.1809000038E-02 0.2500000000E+01 
0.1001999974E+00 0.6300000008E-02 0.1797750010E-02 0.2500000000E+01 
0.1001999974E+00 0.4800000228E-02 0.1785750035E-02 0.2500000000E+01 
0.1001999974E+00 0.4699999932E-02 0.1772625023E-02 0.2500000000E+01 
0.1001999974E+00 0.4499999806E-02 0.1758749946E-02 0.2500000000E+01 
0.1001999974E+00 0.4399999976E-02 0.1744125038E-02 0.2500000000E+01 
0.1001999974E+00 0.4900000058E-02 0.1728749950E-02 0.2500000000E+01 
0.1001999974E+00 0.5100000184E-02 0.1712625031E-02 0.2500000000E+01 
0.1001999974E+00 0.8803645149E-02 0.1695750048E-02 0.2500000000E+01 
0.1001999974E+00 0.7042916026E-02 0.1678125001E-02 0.2500000000E+01 
0.1001999974E+00 0.6634333171E-02 0.1659750007E-02 0.2500000000E+01 
0.1001999974E+00 0.5799999926E-02 0.1640624949E-02 0.2500000000E+01 
0.1001999974E+00 0.4800000228E-02 0.1620749943E-02 0.2500000000E+01 
0.1001999974E+00 0.4399999976E-02 0.1600124990E-02 0.2500000000E+01 
0.1001999974E+00 0.5100000184E-02 0.1579124946E-02 0.2500000000E+01 
0.1001999974E+00 0.5900000222E-02 0.1557374955E-02 0.2500000000E+01 
0.1001999974E+00 0.5799999926E-02 0.1534875017E-02 0.2500000000E+01 
0.1001999974E+00 0.4800000228E-02 0.1511999988E-02 0.2500000000E+01 
0.1001999974E+00 0.5510000046E-02 0.1488375012E-02 0.2500000000E+01 
0.1001999974E+00 0.4697654862E-02 0.1464374945E-02 0.2500000000E+01 
0.1001999974E+00 0.3958124202E-02 0.1439625048E-02 0.2500000000E+01 
0.1001999974E+00 0.3366498975E-02 0.1414499944E-02 0.2500000000E+01 
0.1001999974E+00 0.3126542084E-02 0.1388999983E-02 0.2500000000E+01 
0.1001999974E+00 0.2727789106E-02 0.1362749957E-02 0.2500000000E+01 
0.1001999974E+00 0.2182231052E-02 0.1336500049E-02 0.2500000000E+01 
0.1001999974E+00 0.2156327944E-02 0.1309499959E-02 0.2500000000E+01 
0.1001999974E+00 0.3199999919E-02 0.1282499987E-02 0.2500000000E+01 
0.1001999974E+00 0.3100000089E-02 0.1254749950E-02 0.2500000000E+01 
0.1001999974E+00 0.3000000026E-02 0.1227000030E-02 0.2500000000E+01 
0.1001999974E+00 0.6826045923E-02 0.1198875019E-02 0.2500000000E+01 
0.1001999974E+00 0.5908381194E-02 0.1170375035E-02 0.2500000000E+01 
0.1001999974E+00 0.4600000102E-02 0.1141875051E-02 0.2500000000E+01 
0.1001999974E+00 0.4300000146E-02 0.1112999977E-02 0.2500000000E+01 
0.1001999974E+00 0.4000000190E-02 0.1084125019E-02 0.2500000000E+01 
0.1001999974E+00 0.3100000089E-02 0.1054874971E-02 0.2500000000E+01 
0.1001999974E+00 0.2700000070E-02 0.1025625039E-02 0.2500000000E+01 
0.1001999974E+00 0.1000000047E-02 0.9960000170E-03 0.2500000000E+01 
0.1001999974E+00 0.1799999969E-02 0.9667500271E-03 0.2500000000E+01 
0.1001999974E+00 0.1599999960E-02 0.9374999790E-03 0.2500000000E+01 
0.1001999974E+00 0.1200000057E-02 0.9078750154E-03 0.2500000000E+01 
0.1001999974E+00 0.1000000047E-02 0.8786250255E-03 0.2500000000E+01 
0.1001999974E+00 0.7999999798E-03 0.8490000037E-03 0.2500000000E+01 
0.1001999974E+00 0.6000000285E-03 0.8197500138E-03 0.2500000000E+01 
0.1001999974E+00 0.5000000237E-03 0.7905000239E-03 0.2500000000E+01 
0.1001999974E+00 0.4299999855E-03 0.7616250077E-03 0.2500000000E+01 
0.1001999974E+00 0.1300000004E-03 0.7327499916E-03 0.2500000000E+01 
0.1001999974E+00 0.1100000009E-03 0.7042500074E-03 0.2500000000E+01 
0.1001999974E+00 0.1049999992E-03 0.6757500232E-03 0.2500000000E+01 
0.1001999974E+00 0.9000000136E-04 0.6476250128E-03 0.2500000000E+01 
0.1001999974E+00 0.7000000187E-04 0.6198749761E-03 0.2500000000E+01 
0.1001999974E+00 0.5999999848E-04 0.5921249976E-03 0.2500000000E+01 
0.1001999974E+00 0.4999999874E-04 0.5651250249E-03 0.2500000000E+01 
0.1001999974E+00 0.2999999924E-04 0.5381249939E-03 0.2500000000E+01 
0.1001999974E+00 0.5368490019E-04 0.5118750269E-03 0.2500000000E+01 
0.1001999974E+00 0.4294790051E-04 0.4856250016E-03 0.2500000000E+01 
0.1001999974E+00 0.3435830149E-04 0.4601250112E-03 0.2500000000E+01 
0.1001999974E+00 0.2306950046E-04 0.4349999945E-03 0.2500000000E+01 
0.1001999974E+00 0.4938559869E-04 0.4102500097E-03 0.2500000000E+01 
0.1001999974E+00 0.4937050107E-04 0.3862500016E-03 0.2500000000E+01 
0.1001999974E+00 0.3549639951E-04 0.3626249963E-03 0.2500000000E+01 
0.1001999974E+00 0.2398519973E-04 0.3397499968E-03 0.2500000000E+01 
0.1001999974E+00 0.1918820089E-04 0.3172500001E-03 0.2500000000E+01 
0.1001999974E+00 0.3179800115E-04 0.2955000091E-03 0.2500000000E+01 
0.1001999974E+00 0.2543839946E-04 0.2744999947E-03 0.2500000000E+01 
0.1001999974E+00 0.1000999964E-04 0.2538750123E-03 0.2500000000E+01 
0.1001999974E+00 0.9010000213E-04 0.2340000065E-03 0.2500000000E+01 
0.1001999974E+00 0.7010000263E-04 0.2148750063E-03 0.2500000000E+01 
0.1001999974E+00 0.5009999950E-04 0.1964999974E-03 0.2500000000E+01 
0.1001999974E+00 0.4009999975E-04 0.1788749942E-03 0.2500000000E+01 
0.1001999974E+00 0.3010000000E-04 0.1619999966E-03 0.2500000000E+01 
0.1001999974E+00 0.2010000026E-04 0.1458750048E-03 0.2500000000E+01 
0.1001999974E+00 0.1009999960E-04 0.1305000042E-03 0.2500000000E+01 
0.1001999974E+00 0.9100000170E-05 0.1158750019E-03 0.2500000000E+01 
0.1001999974E+00 0.8099999832E-05 0.1019999982E-03 0.2500000000E+01 
0.1001999974E+00 0.7099999948E-05 0.8887500007E-04 0.2500000000E+01 
0.1001999974E+00 0.6100000064E-05 0.7687500329E-04 0.2500000000E+01 
0.1001999974E+00 0.5100000180E-05 0.6562499766E-04 0.2500000000E+01 
0.1001999974E+00 0.4099999842E-05 0.5512500138E-04 0.2500000000E+01 
0.1001999974E+00 0.3099999958E-05 0.4574999912E-04 0.2500000000E+01 
0.1001999974E+00 0.2100000074E-05 0.3722479960E-04 0.2500000000E+01 
0.1001999974E+00 0.1099999963E-05 0.2945330016E-04 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.2257800043E-04 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.1660579983E-04 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.1154219990E-04 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.7392449788E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.4160679964E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.1849940054E-04 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.4626000191E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3375000006E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.1874999953E-05 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
0.1001999974E+00 0.9999999975E-06 0.3750000133E-06 0.2500000000E+01 
