time,CHD_L01,CHD_L06,CHD_L11,CHD_L13
31115.50,-16.4612,-43.7483,-43.7483,-43.8398
31116.50,-16.4618,-43.8063,-43.8063,-43.8367
31117.50,-16.4621,-43.7788,-43.7788,-43.8276
31118.50,-16.4627,-43.6386,-43.6386,-43.8215
31119.50,-16.4633,-43.7941,-43.7941,-43.8063
31120.50,-16.4636,-43.5929,-43.5929,-43.8093
31121.50,-16.4642,-43.7392,-43.7392,-43.8032
31122.50,-16.4648,-43.8428,-43.8428,-43.8032
31123.50,-16.4651,-43.9221,-43.9221,-43.8063
31124.50,-16.4658,-44.0196,-44.0196,-43.8032
31125.50,-16.4661,-44.0349,-44.0349,-43.7880
31126.50,-16.4667,-43.9648,-43.9648,-43.8032
31127.50,-16.4670,-44.0836,-44.0836,-43.8093
31128.50,-16.4676,-44.0714,-44.0714,-43.8398
31129.50,-16.4679,-44.1233,-44.1233,-43.8520
31130.50,-16.4682,-44.1233,-44.1233,-43.8520
31131.50,-16.4688,-44.0958,-44.0958,-43.8520
31132.50,-16.4691,-44.1568,-44.1568,-43.8672
31133.50,-16.4694,-44.1476,-44.1476,-43.8886
31134.50,-16.4700,-44.2025,-44.2025,-43.9099
31135.50,-16.4703,-44.2055,-44.2055,-43.9129
31136.50,-16.4706,-44.1934,-44.1934,-43.9251
31137.50,-16.4712,-44.2238,-44.2238,-43.9556
31138.50,-16.4715,-44.2726,-44.2726,-43.9861
31139.50,-16.4718,-44.2909,-44.2909,-44.0044
31140.50,-16.4722,-44.2848,-44.2848,-44.0135
31141.50,-16.4728,-44.2909,-44.2909,-44.0227
31142.50,-16.4731,-44.3336,-44.3336,-44.0410
31143.50,-16.4734,-44.3793,-44.3793,-44.0562
31144.50,-16.4740,-44.3793,-44.3793,-44.0745
31145.50,-16.4743,-44.3823,-44.3823,-44.0989
31146.50,-16.4746,-44.4555,-44.4555,-44.1172
31147.50,-16.4752,-44.4311,-44.4311,-44.1263
31148.50,-16.4755,-44.4159,-44.4159,-44.1507
31149.50,-16.4758,-44.4189,-44.4189,-44.1781
31150.50,-16.4764,-44.3640,-44.3640,-44.1964
31151.50,-16.4767,-44.3854,-44.3854,-44.2116
31152.50,-16.4773,-44.4006,-44.4006,-44.2299
31153.50,-16.4776,-44.4250,-44.4250,-44.2452
31154.50,-16.4779,-44.4006,-44.4006,-44.2604
31155.50,-16.4786,-44.4402,-44.4402,-44.2909
31156.50,-16.4792,-44.4829,-44.4829,-44.3031
31157.50,-16.4795,-44.4646,-44.4646,-44.3092
31158.50,-16.4801,-44.4463,-44.4463,-44.3183
31159.50,-16.4804,-44.4677,-44.4677,-44.3366
31160.50,-16.4810,-44.5012,-44.5012,-44.3549
31161.50,-16.4816,-44.3549,-44.3549,-44.3671
31162.50,-16.4819,-44.4159,-44.4159,-44.3915
31163.50,-16.4825,-44.4921,-44.4921,-44.4128
31164.50,-16.4828,-44.4951,-44.4951,-44.4128
31165.50,-16.4834,-44.4463,-44.4463,-44.4098
31166.50,-16.4840,-44.3732,-44.3732,-44.4311
31167.50,-16.4843,-44.3884,-44.3884,-44.4616
31168.50,-16.4850,-44.4433,-44.4433,-44.4646
31169.50,-16.4856,-44.4768,-44.4768,-44.4646
31170.50,-16.4859,-44.5134,-44.5134,-44.4738
31171.50,-16.4865,-44.5378,-44.5378,-44.4799
31172.50,-16.4871,-44.5469,-44.5469,-44.4707
31173.50,-16.4874,-44.5591,-44.5591,-44.4951
31174.50,-16.4880,-44.5652,-44.5652,-44.5225
31175.50,-16.4883,-44.4829,-44.4829,-44.5286
31176.50,-16.4889,-44.4128,-44.4128,-44.5408
31177.50,-16.4892,-44.3823,-44.3823,-44.5561
31178.50,-16.4898,-44.3519,-44.3519,-44.5713
31179.50,-16.4901,-44.3275,-44.3275,-44.5774
31180.50,-16.4907,-44.3549,-44.3549,-44.5866
31181.50,-16.4910,-44.4037,-44.4037,-44.5987
31182.50,-16.4917,-44.4250,-44.4250,-44.6079
31183.50,-16.4920,-44.3549,-44.3549,-44.6262
31184.50,-16.4923,-44.4524,-44.4524,-44.6445
31185.50,-16.4929,-44.2513,-44.2513,-44.6414
31186.50,-16.4932,-44.1141,-44.1141,-44.6597
31187.50,-16.4935,-44.1720,-44.1720,-44.6688
31188.50,-16.4938,-44.1690,-44.1690,-44.6567
31189.50,-16.4941,-44.1751,-44.1751,-44.6506
31190.50,-16.4947,-44.2025,-44.2025,-44.6567
31191.50,-16.4950,-44.2025,-44.2025,-44.6536
31192.50,-16.4950,-44.1842,-44.1842,-44.6567
31193.50,-16.4953,-44.1751,-44.1751,-44.6628
31194.50,-16.4956,-44.1903,-44.1903,-44.6567
31195.50,-16.4959,-44.2177,-44.2177,-44.6658
31196.50,-16.4962,-44.1537,-44.1537,-44.6749
31197.50,-16.4962,-44.0318,-44.0318,-44.6780
31198.50,-16.4965,-44.0775,-44.0775,-44.6749
31199.50,-16.4968,-44.1659,-44.1659,-44.6810
31200.50,-16.4968,-44.1293,-44.1293,-44.6780
31201.50,-16.4971,-44.0135,-44.0135,-44.6780
31202.50,-16.4971,-43.9891,-43.9891,-44.6780
31203.50,-16.4971,-43.9648,-43.9648,-44.6628
31204.50,-16.4975,-43.9404,-43.9404,-44.6536
31205.50,-16.4975,-43.9160,-43.9160,-44.6384
31206.50,-16.4978,-43.8916,-43.8916,-44.6109
31207.50,-16.4978,-43.8672,-43.8672,-44.5926
31208.50,-16.4981,-43.8428,-43.8428,-44.5866
31209.50,-16.4981,-43.8184,-43.8184,-44.5866
31210.50,-16.4981,-43.7941,-43.7941,-44.5744
31211.50,-16.4984,-43.7697,-43.7697,-44.5500
31212.50,-16.4984,-43.7453,-43.7453,-44.5317
31213.50,-16.4987,-43.7209,-43.7209,-44.5134
31214.50,-16.4990,-43.6965,-43.6965,-44.4951
31215.50,-16.4990,-43.6721,-43.6721,-44.4829
31216.50,-16.4993,-43.6478,-43.6478,-44.4707
31217.50,-16.4996,-43.6234,-43.6234,-44.4585
31218.50,-16.4996,-43.5990,-43.5990,-44.4341
31219.50,-16.4999,-43.5746,-43.5746,-44.4281
31220.50,-16.5002,-43.6356,-43.6356,-44.4463
31221.50,-16.5005,-43.6356,-43.6356,-44.4341
31222.50,-16.5008,-43.4832,-43.4832,-44.4372
31223.50,-16.5011,-43.3948,-43.3948,-44.4738
31224.50,-16.5017,-43.3125,-43.3125,-44.4677
31225.50,-16.5020,-43.2241,-43.2241,-44.4463
31226.50,-16.5023,-43.1784,-43.1784,-44.4524
31227.50,-16.5029,-43.1540,-43.1540,-44.4463
31228.50,-16.5035,-43.1204,-43.1204,-44.4220
31229.50,-16.5042,-43.1052,-43.1052,-44.4250
31230.50,-16.5045,-43.0839,-43.0839,-44.4250
31231.50,-16.5051,-43.0168,-43.0168,-44.3884
31232.50,-16.5057,-42.9071,-42.9071,-44.3519
31233.50,-16.5063,-42.8126,-42.8126,-44.3366
31234.50,-16.5072,-42.8035,-42.8035,-44.3305
31235.50,-16.5078,-42.8644,-42.8644,-44.3214
31236.50,-16.5084,-42.8797,-42.8797,-44.3336
31237.50,-16.5090,-42.8217,-42.8217,-44.3275
31238.50,-16.5099,-42.7760,-42.7760,-44.3061
31239.50,-16.5106,-42.7364,-42.7364,-44.3031
31240.50,-16.5115,-42.7303,-42.7303,-44.3061
31241.50,-16.5121,-42.7181,-42.7181,-44.2848
31242.50,-16.5130,-42.7273,-42.7273,-44.2513
31243.50,-16.5136,-42.8096,-42.8096,-44.2269
31244.50,-16.5145,-42.6937,-42.6937,-44.2238
31245.50,-16.5151,-42.6206,-42.6206,-44.2238
31246.50,-16.5160,-42.5017,-42.5017,-44.2269
31247.50,-16.5167,-42.4042,-42.4042,-44.2238
31248.50,-16.5176,-42.3188,-42.3188,-44.2055
31249.50,-16.5182,-42.2883,-42.2883,-44.1751
31250.50,-16.5191,-42.4987,-42.4987,-44.1385
31251.50,-16.5197,-42.4621,-42.4621,-44.1233
31252.50,-16.5206,-42.4042,-42.4042,-44.1354
31253.50,-16.5212,-42.5901,-42.5901,-44.1141
31254.50,-16.5218,-42.5840,-42.5840,-44.0958
31255.50,-16.5227,-42.5992,-42.5992,-44.0562
31256.50,-16.5234,-42.7425,-42.7425,-44.0227
31257.50,-16.5240,-42.6328,-42.6328,-44.0105
31258.50,-16.5246,-42.6358,-42.6358,-44.0044
31259.50,-16.5252,-42.6084,-42.6084,-43.9952
31260.50,-16.5258,-42.6267,-42.6267,-43.9891
31261.50,-16.5264,-42.3706,-42.3706,-43.9983
31262.50,-16.5270,-42.2365,-42.2365,-43.9648
31263.50,-16.5276,-42.1237,-42.1237,-43.9769
31264.50,-16.5282,-42.0354,-42.0354,-43.9678
31265.50,-16.5285,-41.9500,-41.9500,-43.9282
31266.50,-16.5291,-41.8951,-41.8951,-43.9190
31267.50,-16.5295,-41.8647,-41.8647,-43.9251
31268.50,-16.5298,-41.8372,-41.8372,-43.9160
31269.50,-16.5301,-41.8067,-41.8067,-43.8977
31270.50,-16.5304,-41.7824,-41.7824,-43.8794
31271.50,-16.5307,-41.7671,-41.7671,-43.8733
31272.50,-16.5310,-41.7458,-41.7458,-43.8489
31273.50,-16.5313,-41.7610,-41.7610,-43.8489
31274.50,-16.5316,-41.7610,-41.7610,-43.8428
31275.50,-16.5316,-41.8433,-41.8433,-43.8367
31276.50,-16.5319,-41.9287,-41.9287,-43.7819
31277.50,-16.5319,-41.8403,-41.8403,-43.7422
31278.50,-16.5322,-41.8037,-41.8037,-43.7422
31279.50,-16.5322,-41.7610,-41.7610,-43.7514
31280.50,-16.5325,-41.7519,-41.7519,-43.7422
31281.50,-16.5325,-41.6970,-41.6970,-43.7148
31282.50,-16.5325,-41.6696,-41.6696,-43.6965
31283.50,-16.5325,-41.6604,-41.6604,-43.6904
31284.50,-16.5328,-41.6726,-41.6726,-43.6904
31285.50,-16.5328,-41.6665,-41.6665,-43.6630
31286.50,-16.5328,-41.6635,-41.6635,-43.6295
31287.50,-16.5328,-41.6117,-41.6117,-43.6112
31288.50,-16.5331,-41.6269,-41.6269,-43.6264
31289.50,-16.5331,-41.6391,-41.6391,-43.6234
31290.50,-16.5331,-41.5690,-41.5690,-43.5898
31291.50,-16.5334,-41.5233,-41.5233,-43.5655
31292.50,-16.5334,-41.5080,-41.5080,-43.5746
31293.50,-16.5334,-41.4898,-41.4898,-43.5685
31294.50,-16.5337,-41.4806,-41.4806,-43.5716
31295.50,-16.5337,-41.4684,-41.4684,-43.5533
31296.50,-16.5340,-41.4471,-41.4471,-43.5228
31297.50,-16.5343,-41.4166,-41.4166,-43.5015
31298.50,-16.5343,-41.3953,-41.3953,-43.4954
31299.50,-16.5346,-41.4044,-41.4044,-43.5167
31300.50,-16.5349,-41.4684,-41.4684,-43.5015
31301.50,-16.5352,-41.4501,-41.4501,-43.4801
31302.50,-16.5356,-41.4227,-41.4227,-43.4801
31303.50,-16.5359,-41.3892,-41.3892,-43.4771
31304.50,-16.5362,-41.3495,-41.3495,-43.4496
31305.50,-16.5368,-41.3099,-41.3099,-43.4222
31306.50,-16.5371,-41.2794,-41.2794,-43.4039
31307.50,-16.5377,-41.2490,-41.2490,-43.3917
31308.50,-16.5380,-41.2368,-41.2368,-43.3887
31309.50,-16.5386,-41.2124,-41.2124,-43.3704
31310.50,-16.5392,-41.2093,-41.2093,-43.3734
31311.50,-16.5398,-41.2102,-41.2102,-43.3826
31312.50,-16.5404,-41.2112,-41.2112,-43.3673
31313.50,-16.5410,-41.2118,-41.2118,-43.3704
31314.50,-16.5416,-41.2127,-41.2127,-43.3612
31315.50,-16.5423,-41.2136,-41.2136,-43.3216
31316.50,-16.5429,-41.2145,-41.2145,-43.2972
31317.50,-16.5435,-41.2154,-41.2154,-43.2850
31318.50,-16.5444,-41.2160,-41.2160,-43.2820
31319.50,-16.5450,-41.2170,-41.2170,-43.2515
31320.50,-16.5459,-41.2179,-41.2179,-43.1997
31321.50,-16.5465,-41.2188,-41.2188,-43.2027
31322.50,-16.5474,-41.2197,-41.2197,-43.2363
31323.50,-16.5480,-41.2203,-41.2203,-43.2088
31324.50,-16.5490,-41.2212,-41.2212,-43.2088
31325.50,-16.5496,-41.2221,-41.2221,-43.2332
31326.50,-16.5505,-41.2231,-41.2231,-43.2119
31327.50,-16.5514,-41.2240,-41.2240,-43.1784
31328.50,-16.5520,-41.2246,-41.2246,-43.1692
31329.50,-16.5529,-41.2255,-41.2255,-43.1448
31330.50,-16.5538,-41.2264,-41.2264,-43.1022
31331.50,-16.5548,-41.2273,-41.2273,-43.0991
31332.50,-16.5554,-41.2282,-41.2282,-43.1022
31333.50,-16.5563,-41.2288,-41.2288,-43.0961
31334.50,-16.5572,-41.2298,-41.2298,-43.0961
31335.50,-16.5581,-41.2307,-41.2307,-43.0900
31336.50,-16.5590,-41.2154,-41.2154,-43.0839
31337.50,-16.5599,-41.1850,-41.1850,-43.0595
31338.50,-16.5605,-41.1606,-41.1606,-43.0412
31339.50,-16.5615,-41.1392,-41.1392,-43.0382
31340.50,-16.5624,-41.1179,-41.1179,-43.0290
31341.50,-16.5633,-41.1088,-41.1088,-43.0351
31342.50,-16.5639,-41.1027,-41.1027,-43.0351
31343.50,-16.5648,-41.0874,-41.0874,-43.0199
31344.50,-16.5657,-41.0783,-41.0783,-43.0046
31345.50,-16.5666,-41.1088,-41.1088,-42.9924
31346.50,-16.5673,-41.1027,-41.1027,-42.9680
31347.50,-16.5682,-41.0966,-41.0966,-42.9498
31348.50,-16.5688,-41.1027,-41.1027,-42.9437
31349.50,-16.5697,-41.1179,-41.1179,-42.9467
31350.50,-16.5703,-41.1362,-41.1362,-42.9437
31351.50,-16.5712,-41.1453,-41.1453,-42.9315
31352.50,-16.5718,-41.1545,-41.1545,-42.9223
31353.50,-16.5727,-41.1850,-41.1850,-42.9437
31354.50,-16.5733,-41.2032,-41.2032,-42.9406
31355.50,-16.5740,-41.2612,-41.2612,-42.9132
31356.50,-16.5746,-41.3678,-41.3678,-42.8949
31357.50,-16.5752,-41.4623,-41.4623,-42.8797
31358.50,-16.5761,-41.4318,-41.4318,-42.8644
31359.50,-16.5767,-41.4288,-41.4288,-42.8583
31360.50,-16.5770,-41.4257,-41.4257,-42.8492
31361.50,-16.5776,-41.4014,-41.4014,-42.8675
31362.50,-16.5782,-41.4410,-41.4410,-42.8675
31363.50,-16.5788,-41.4898,-41.4898,-42.8461
31364.50,-16.5791,-41.4623,-41.4623,-42.8400
31365.50,-16.5797,-41.4044,-41.4044,-42.8309
31366.50,-16.5801,-41.3617,-41.3617,-42.8339
31367.50,-16.5807,-41.3556,-41.3556,-42.8522
31368.50,-16.5810,-41.3983,-41.3983,-42.8705
31369.50,-16.5813,-41.5141,-41.5141,-42.8766
31370.50,-16.5816,-41.6269,-41.6269,-42.8675
31371.50,-16.5822,-41.7214,-41.7214,-42.8644
31372.50,-16.5825,-41.7214,-41.7214,-42.8522
31373.50,-16.5828,-41.7610,-41.7610,-42.8553
31374.50,-16.5831,-41.8464,-41.8464,-42.8583
31375.50,-16.5834,-41.9104,-41.9104,-42.8522
31376.50,-16.5837,-41.9592,-41.9592,-42.8522
31377.50,-16.5840,-41.9927,-41.9927,-42.8614
31378.50,-16.5843,-41.9988,-41.9988,-42.8614
31379.50,-16.5849,-42.0323,-42.0323,-42.8644
31380.50,-16.5852,-42.0841,-42.0841,-42.8614
31381.50,-16.5855,-42.1329,-42.1329,-42.8644
31382.50,-16.5858,-42.1664,-42.1664,-42.8797
31383.50,-16.5861,-42.2091,-42.2091,-42.9010
31384.50,-16.5865,-42.3554,-42.3554,-42.9010
31385.50,-16.5868,-42.3798,-42.3798,-42.8888
31386.50,-16.5874,-42.4081,-42.4081,-42.8797
31387.50,-16.5877,-42.4362,-42.4362,-42.9223
31388.50,-16.5880,-42.4645,-42.4645,-42.9376
31389.50,-16.5886,-42.4926,-42.4926,-42.9498
31390.50,-16.5889,-42.5209,-42.5209,-42.9559
31391.50,-16.5895,-42.5489,-42.5489,-42.9680
31392.50,-16.5898,-42.5773,-42.5773,-42.9802
31393.50,-16.5904,-42.6053,-42.6053,-42.9943
31394.50,-16.5910,-42.6480,-42.6480,-43.0046
31395.50,-16.5916,-42.6846,-42.6846,-43.0107
31396.50,-16.5922,-42.6175,-42.6175,-43.0290
31397.50,-16.5929,-42.4651,-42.4651,-43.0442
31398.50,-16.5935,-42.3645,-42.3645,-43.0595
31399.50,-16.5941,-42.2670,-42.2670,-43.0747
31400.50,-16.5947,-42.1969,-42.1969,-43.0991
31401.50,-16.5953,-42.2457,-42.2457,-43.1144
31402.50,-16.5962,-42.3005,-42.3005,-43.1083
31403.50,-16.5968,-42.3737,-42.3737,-43.0991
31404.50,-16.5974,-42.4377,-42.4377,-43.0961
31405.50,-16.5983,-42.4926,-42.4926,-43.0961
31406.50,-16.5989,-42.4438,-42.4438,-43.0930
31407.50,-16.5999,-42.3554,-42.3554,-43.0961
31408.50,-16.6008,-42.3523,-42.3523,-43.1174
31409.50,-16.6014,-42.3036,-42.3036,-43.1296
31410.50,-16.6023,-42.2731,-42.2731,-43.1296
31411.50,-16.6032,-42.3066,-42.3066,-43.1357
31412.50,-16.6038,-42.4011,-42.4011,-43.1448
31413.50,-16.6047,-42.4529,-42.4529,-43.1387
31414.50,-16.6057,-42.4590,-42.4590,-43.1418
31415.50,-16.6063,-42.5566,-42.5566,-43.1387
31416.50,-16.6072,-42.5901,-42.5901,-43.1448
31417.50,-16.6081,-42.5749,-42.5749,-43.1540
31418.50,-16.6090,-42.5718,-42.5718,-43.1601
31419.50,-16.6099,-42.5566,-42.5566,-43.1753
31420.50,-16.6105,-42.4712,-42.4712,-43.1936
31421.50,-16.6114,-42.4072,-42.4072,-43.2088
31422.50,-16.6124,-42.5749,-42.5749,-43.2119
31423.50,-16.6133,-42.6785,-42.6785,-43.2058
31424.50,-16.6139,-42.7852,-42.7852,-43.2058
31425.50,-16.6148,-42.8309,-42.8309,-43.2210
31426.50,-16.6157,-42.8858,-42.8858,-43.2210
31427.50,-16.6163,-42.9376,-42.9376,-43.2241
31428.50,-16.6172,-42.8553,-42.8553,-43.2393
31429.50,-16.6182,-42.8492,-42.8492,-43.2607
31430.50,-16.6188,-42.9284,-42.9284,-43.2820
31431.50,-16.6197,-43.0321,-43.0321,-43.2881
31432.50,-16.6203,-43.0503,-43.0503,-43.2942
31433.50,-16.6212,-43.0839,-43.0839,-43.3125
31434.50,-16.6218,-43.1784,-43.1784,-43.3247
31435.50,-16.6224,-43.1723,-43.1723,-43.3308
31436.50,-16.6233,-43.1357,-43.1357,-43.3460
31437.50,-16.6239,-43.0930,-43.0930,-43.3582
31438.50,-16.6246,-43.1144,-43.1144,-43.3734
31439.50,-16.6252,-43.2972,-43.2972,-43.3704
31440.50,-16.6258,-43.3125,-43.3125,-43.3887
31441.50,-16.6264,-43.3125,-43.3125,-43.4039
31442.50,-16.6270,-43.1814,-43.1814,-43.4192
31443.50,-16.6276,-43.3125,-43.3125,-43.4283
31444.50,-16.6279,-43.4222,-43.4222,-43.4313
31445.50,-16.6285,-43.5015,-43.5015,-43.4313
31446.50,-16.6291,-43.5624,-43.5624,-43.4435
31447.50,-16.6294,-43.6081,-43.6081,-43.4527
31448.50,-16.6300,-43.6051,-43.6051,-43.4771
31449.50,-16.6303,-43.4557,-43.4557,-43.5075
31450.50,-16.6306,-43.4954,-43.4954,-43.5289
31451.50,-16.6313,-43.5075,-43.5075,-43.5441
31452.50,-16.6316,-43.6020,-43.6020,-43.5624
31453.50,-16.6319,-43.6813,-43.6813,-43.5807
31454.50,-16.6322,-43.7392,-43.7392,-43.5990
31455.50,-16.6325,-43.7849,-43.7849,-43.6142
31456.50,-16.6328,-43.7514,-43.7514,-43.6325
31457.50,-16.6334,-43.7941,-43.7941,-43.6447
31458.50,-16.6337,-43.8398,-43.8398,-43.6599
31459.50,-16.6340,-43.8562,-43.8562,-43.6813
31460.50,-16.6343,-43.8727,-43.8727,-43.7057
31461.50,-16.6346,-43.8889,-43.8889,-43.7240
31462.50,-16.6349,-43.9053,-43.9053,-43.7392
31463.50,-16.6352,-43.9218,-43.9218,-43.7544
31464.50,-16.6355,-43.9379,-43.9379,-43.7758
31465.50,-16.6358,-43.9544,-43.9544,-43.7910
31466.50,-16.6361,-43.9708,-43.9708,-43.8032
31467.50,-16.6364,-43.9873,-43.9873,-43.8215
31468.50,-16.6367,-44.0035,-44.0035,-43.8459
31469.50,-16.6370,-44.0199,-44.0199,-43.8703
31470.50,-16.6374,-44.0364,-44.0364,-43.8825
31471.50,-16.6377,-44.0528,-44.0528,-43.8946
31472.50,-16.6380,-44.0693,-44.0693,-43.9190
31473.50,-16.6383,-44.0855,-44.0855,-43.9373
31474.50,-16.6389,-44.1019,-44.1019,-43.9495
31475.50,-16.6392,-44.1004,-44.1004,-43.9556
31476.50,-16.6395,-44.0989,-44.0989,-43.9648
31477.50,-16.6401,-44.0318,-44.0318,-43.9769
31478.50,-16.6404,-44.0623,-44.0623,-44.0013
31479.50,-16.6410,-44.1172,-44.1172,-44.0227
31480.50,-16.6413,-44.1598,-44.1598,-44.0410
31481.50,-16.6419,-44.1964,-44.1964,-44.0531
31482.50,-16.6422,-44.2299,-44.2299,-44.0623
31483.50,-16.6428,-44.2299,-44.2299,-44.0745
31484.50,-16.6435,-44.0775,-44.0775,-44.0897
31485.50,-16.6438,-44.1354,-44.1354,-44.1050
31486.50,-16.6444,-44.2025,-44.2025,-44.1172
31487.50,-16.6450,-44.2543,-44.2543,-44.1263
31488.50,-16.6456,-44.2604,-44.2604,-44.1385
31489.50,-16.6462,-44.2787,-44.2787,-44.1446
31490.50,-16.6465,-44.2421,-44.2421,-44.1507
31491.50,-16.6471,-44.1781,-44.1781,-44.1598
31492.50,-16.6477,-44.4067,-44.4067,-44.1568
31493.50,-16.6483,-44.6140,-44.6140,-44.1507
31494.50,-16.6489,-44.6384,-44.6384,-44.1659
31495.50,-16.6495,-44.7481,-44.7481,-44.1751
31496.50,-16.6502,-44.8212,-44.8212,-44.1751
31497.50,-16.6508,-44.8426,-44.8426,-44.1842
31498.50,-16.6514,-44.7329,-44.7329,-44.2116
31499.50,-16.6520,-44.8761,-44.8761,-44.2238
31500.50,-16.6529,-44.9950,-44.9950,-44.2330
31501.50,-16.6535,-45.0925,-45.0925,-44.2360
31502.50,-16.6541,-45.1718,-45.1718,-44.2513
31503.50,-16.6547,-45.1504,-45.1504,-44.2817
31504.50,-16.6553,-45.0681,-45.0681,-44.3122
31505.50,-16.6559,-44.7969,-44.7969,-44.3397
31506.50,-16.6566,-44.8700,-44.8700,-44.3519
31507.50,-16.6575,-45.0346,-45.0346,-44.3579
31508.50,-16.6581,-45.0742,-45.0742,-44.3732
31509.50,-16.6587,-44.9858,-44.9858,-44.3793
31510.50,-16.6593,-44.9188,-44.9188,-44.3945
31511.50,-16.6599,-44.8121,-44.8121,-44.4250
31512.50,-16.6605,-44.7572,-44.7572,-44.4341
31513.50,-16.6614,-44.9706,-44.9706,-44.4220
31514.50,-16.6620,-45.0651,-45.0651,-44.4220
31515.50,-16.6627,-45.1139,-45.1139,-44.4250
31516.50,-16.6633,-45.1291,-45.1291,-44.4463
31517.50,-16.6639,-45.1718,-45.1718,-44.4646
31518.50,-16.6645,-45.1382,-45.1382,-44.4829
31519.50,-16.6654,-44.9858,-44.9858,-44.5043
31520.50,-16.6660,-45.0468,-45.0468,-44.5164
31521.50,-16.6666,-45.1108,-45.1108,-44.5195
31522.50,-16.6672,-45.1382,-45.1382,-44.5317
31523.50,-16.6678,-45.1687,-45.1687,-44.5347
31524.50,-16.6684,-45.1840,-45.1840,-44.5378
31525.50,-16.6691,-45.1840,-45.1840,-44.5469
31526.50,-16.6697,-45.1078,-45.1078,-44.5622
31527.50,-16.6703,-45.1413,-45.1413,-44.5805
31528.50,-16.6709,-45.1078,-45.1078,-44.5987
31529.50,-16.6715,-45.1261,-45.1261,-44.6140
31530.50,-16.6721,-45.1535,-45.1535,-44.6323
31531.50,-16.6727,-45.2023,-45.2023,-44.6445
31532.50,-16.6733,-45.2602,-45.2602,-44.6384
31533.50,-16.6739,-45.0041,-45.0041,-44.6688
31534.50,-16.6742,-44.9066,-44.9066,-44.6902
31535.50,-16.6748,-44.8639,-44.8639,-44.6963
31536.50,-16.6755,-45.0194,-45.0194,-44.6841
31537.50,-16.6761,-45.0864,-45.0864,-44.6810
31538.50,-16.6767,-44.8792,-44.8792,-44.7085
31539.50,-16.6773,-44.8212,-44.8212,-44.7207
31540.50,-16.6779,-44.7054,-44.7054,-44.7207
31541.50,-16.6782,-44.7207,-44.7207,-44.7176
31542.50,-16.6788,-44.6932,-44.6932,-44.7298
31543.50,-16.6794,-44.7024,-44.7024,-44.7085
31544.50,-16.6800,-44.8121,-44.8121,-44.6810
31545.50,-16.6806,-44.7816,-44.7816,-44.6688
31546.50,-16.6812,-44.6871,-44.6871,-44.6810
31547.50,-16.6816,-44.5530,-44.5530,-44.6749
31548.50,-16.6822,-44.6841,-44.6841,-44.6384
31549.50,-16.6828,-44.8030,-44.8030,-44.6231
31550.50,-16.6834,-44.8456,-44.8456,-44.6231
31551.50,-16.6840,-44.9188,-44.9188,-44.6140
31552.50,-16.6846,-44.8121,-44.8121,-44.6201
31553.50,-16.6852,-44.6749,-44.6749,-44.6262
31554.50,-16.6858,-44.4402,-44.4402,-44.6292
31555.50,-16.6864,-44.3092,-44.3092,-44.6262
31556.50,-16.6870,-44.2574,-44.2574,-44.6262
31557.50,-16.6876,-44.2208,-44.2208,-44.6231
31558.50,-16.6883,-44.1964,-44.1964,-44.6079
31559.50,-16.6889,-44.1050,-44.1050,-44.6140
31560.50,-16.6895,-43.9160,-43.9160,-44.6201
31561.50,-16.6901,-43.7544,-43.7544,-44.6292
31562.50,-16.6907,-43.7392,-43.7392,-44.6414
31563.50,-16.6913,-43.7849,-43.7849,-44.6414
31564.50,-16.6919,-43.7819,-43.7819,-44.6140
31565.50,-16.6925,-43.7362,-43.7362,-44.5835
31566.50,-16.6934,-43.7087,-43.7087,-44.5652
31567.50,-16.6940,-43.6417,-43.6417,-44.5317
31568.50,-16.6947,-43.5380,-43.5380,-44.4951
31569.50,-16.6956,-43.4313,-43.4313,-44.4677
31570.50,-16.6962,-43.3643,-43.3643,-44.4524
31571.50,-16.6968,-43.3491,-43.3491,-44.4707
31572.50,-16.6977,-43.4131,-43.4131,-44.4555
31573.50,-16.6983,-43.4557,-43.4557,-44.4281
31574.50,-16.6992,-43.4740,-43.4740,-44.4067
31575.50,-16.6998,-43.4374,-43.4374,-44.3915
31576.50,-16.7008,-43.4313,-43.4313,-44.3732
31577.50,-16.7014,-43.3887,-43.3887,-44.3458
31578.50,-16.7023,-43.2820,-43.2820,-44.3336
31579.50,-16.7029,-43.2149,-43.2149,-44.3183
31580.50,-16.7038,-43.1692,-43.1692,-44.3000
31581.50,-16.7044,-43.1845,-43.1845,-44.2939
31582.50,-16.7053,-43.1753,-43.1753,-44.2757
31583.50,-16.7059,-43.1265,-43.1265,-44.2452
31584.50,-16.7068,-43.1326,-43.1326,-44.2238
31585.50,-16.7075,-43.1022,-43.1022,-44.2208
31586.50,-16.7084,-43.0595,-43.0595,-44.2177
31587.50,-16.7090,-43.0351,-43.0351,-44.1720
31588.50,-16.7099,-43.0321,-43.0321,-44.1415
31589.50,-16.7105,-42.9924,-42.9924,-44.1446
31590.50,-16.7114,-42.9802,-42.9802,-44.1507
31591.50,-16.7120,-42.9315,-42.9315,-44.1233
31592.50,-16.7126,-42.8400,-42.8400,-44.1050
31593.50,-16.7136,-42.7181,-42.7181,-44.0897
31594.50,-16.7142,-42.7212,-42.7212,-44.0958
31595.50,-16.7148,-42.7273,-42.7273,-44.0684
