time,CHD_L01,CHD_L06,CHD_L11,CHD_L13
32998.50,-17.4536,-45.3175,-45.3175,-45.3903
32999.50,-17.4542,-45.3376,-45.3376,-45.3806
33000.50,-17.4545,-45.3479,-45.3479,-45.3723
33001.50,-17.4551,-45.3388,-45.3388,-45.3614
33002.50,-17.4558,-45.3397,-45.3397,-45.3489
33003.50,-17.4561,-45.3071,-45.3071,-45.3446
33004.50,-17.4567,-45.2751,-45.2751,-45.3385
33005.50,-17.4573,-45.2693,-45.2693,-45.3214
33006.50,-17.4576,-45.3547,-45.3547,-45.3105
33007.50,-17.4582,-45.3498,-45.3498,-45.3095
33008.50,-17.4588,-45.2824,-45.2824,-45.3162
33009.50,-17.4591,-45.2464,-45.2464,-45.3102
33010.50,-17.4597,-45.1626,-45.1626,-45.3019
33011.50,-17.4600,-45.1620,-45.1620,-45.2894
33012.50,-17.4606,-45.1446,-45.1446,-45.2794
33013.50,-17.4612,-45.1215,-45.1215,-45.2852
33014.50,-17.4615,-45.1096,-45.1096,-45.2687
33015.50,-17.4622,-45.1172,-45.1172,-45.2559
33016.50,-17.4628,-45.0834,-45.0834,-45.2495
33017.50,-17.4637,-45.0590,-45.0590,-45.2440
33018.50,-17.4643,-45.0852,-45.0852,-45.2245
33019.50,-17.4649,-45.0828,-45.0828,-45.2172
33020.50,-17.4658,-45.0617,-45.0617,-45.2239
33021.50,-17.4664,-45.1696,-45.1696,-45.2300
33022.50,-17.4670,-45.1806,-45.1806,-45.2123
33023.50,-17.4676,-45.1907,-45.1907,-45.2044
33024.50,-17.4686,-45.1489,-45.1489,-45.2038
33025.50,-17.4692,-45.1922,-45.1922,-45.1937
33026.50,-17.4698,-45.2138,-45.2138,-45.1876
33027.50,-17.4707,-45.2059,-45.2059,-45.1949
33028.50,-17.4713,-45.1029,-45.1029,-45.2053
33029.50,-17.4719,-45.0413,-45.0413,-45.2004
33030.50,-17.4728,-44.9511,-44.9511,-45.1782
33031.50,-17.4734,-44.8231,-44.8231,-45.1751
33032.50,-17.4740,-44.7505,-44.7505,-45.1968
33033.50,-17.4750,-44.7179,-44.7179,-45.2050
33034.50,-17.4756,-44.6420,-44.6420,-45.1849
33035.50,-17.4762,-44.5981,-44.5981,-45.1739
33036.50,-17.4768,-44.5353,-44.5353,-45.1660
33037.50,-17.4777,-44.4975,-44.4975,-45.1590
33038.50,-17.4783,-44.4460,-44.4460,-45.1663
33039.50,-17.4789,-44.4390,-44.4390,-45.1517
33040.50,-17.4798,-44.3634,-44.3634,-45.1236
33041.50,-17.4804,-44.2568,-44.2568,-45.1078
33042.50,-17.4810,-44.1470,-44.1470,-45.0986
33043.50,-17.4820,-44.0693,-44.0693,-45.1001
33044.50,-17.4826,-44.0300,-44.0300,-45.0883
33045.50,-17.4832,-43.9830,-43.9830,-45.0566
33046.50,-17.4841,-43.9288,-43.9288,-45.0553
33047.50,-17.4847,-43.9062,-43.9062,-45.0630
33048.50,-17.4853,-43.8447,-43.8447,-45.0352
33049.50,-17.4859,-43.7898,-43.7898,-45.0047
33050.50,-17.4868,-43.7682,-43.7682,-44.9450
33051.50,-17.4874,-43.7477,-43.7477,-44.9167
33052.50,-17.4881,-43.6950,-43.6950,-44.8865
33053.50,-17.4890,-43.6426,-43.6426,-44.8819
33054.50,-17.4896,-43.6206,-43.6206,-44.8718
33055.50,-17.4902,-43.5444,-43.5444,-44.8627
33056.50,-17.4911,-43.5008,-43.5008,-44.8539
33057.50,-17.4917,-43.4792,-43.4792,-44.8447
33058.50,-17.4923,-43.4411,-43.4411,-44.8359
33059.50,-17.4932,-43.3838,-43.3838,-44.8267
33060.50,-17.4939,-43.3366,-43.3366,-44.8176
33061.50,-17.4945,-43.3015,-43.3015,-44.8088
33062.50,-17.4951,-43.2661,-43.2661,-44.7996
33063.50,-17.4960,-43.2369,-43.2369,-44.7908
33064.50,-17.4966,-43.2027,-43.2027,-44.7816
33065.50,-17.4972,-43.1765,-43.1765,-44.7725
33066.50,-17.4981,-43.2104,-43.2104,-44.7636
33067.50,-17.4987,-43.2101,-43.2101,-44.7545
33068.50,-17.4993,-43.1601,-43.1601,-44.7457
33069.50,-17.5003,-43.1022,-43.1022,-44.7365
33070.50,-17.5009,-43.0619,-43.0619,-44.7274
33071.50,-17.5015,-43.0412,-43.0412,-44.7185
33072.50,-17.5024,-43.0388,-43.0388,-44.7094
33073.50,-17.5030,-43.0119,-43.0119,-44.7005
33074.50,-17.5036,-42.9760,-42.9760,-44.6914
33075.50,-17.5042,-42.9318,-42.9318,-44.6823
33076.50,-17.5051,-42.9126,-42.9126,-44.6734
33077.50,-17.5057,-42.8928,-42.8928,-44.6643
33078.50,-17.5063,-42.8766,-42.8766,-44.6554
33079.50,-17.5073,-42.8900,-42.8900,-44.6463
33080.50,-17.5079,-42.8918,-42.8918,-44.6371
33081.50,-17.5085,-42.8483,-42.8483,-44.6283
33082.50,-17.5094,-42.8434,-42.8434,-44.6192
33083.50,-17.5100,-42.8473,-42.8473,-44.6103
33084.50,-17.5106,-42.8653,-42.8653,-44.6012
33085.50,-17.5115,-42.8483,-42.8483,-44.5920
33086.50,-17.5121,-42.8126,-42.8126,-44.5832
33087.50,-17.5127,-42.7879,-42.7879,-44.5741
33088.50,-17.5134,-42.7736,-42.7736,-44.5652
33089.50,-17.5143,-42.7462,-42.7462,-44.5561
33090.50,-17.5149,-42.7401,-42.7401,-44.5469
33091.50,-17.5155,-42.7096,-42.7096,-44.5381
33092.50,-17.5164,-42.6715,-42.6715,-44.5289
33093.50,-17.5170,-42.6401,-42.6401,-44.5201
33094.50,-17.5173,-42.5959,-42.5959,-44.5110
33095.50,-17.5179,-42.5538,-42.5538,-44.5661
33096.50,-17.5182,-42.5014,-42.5014,-44.5905
33097.50,-17.5185,-42.4703,-42.4703,-44.5896
33098.50,-17.5188,-42.4840,-42.4840,-44.5561
33099.50,-17.5195,-42.4956,-42.4956,-44.6186
33100.50,-17.5198,-42.5346,-42.5346,-44.6222
33101.50,-17.5201,-42.5627,-42.5627,-44.6137
33102.50,-17.5204,-42.5971,-42.5971,-44.6457
33103.50,-17.5210,-42.5901,-42.5901,-44.7045
33104.50,-17.5213,-42.6005,-42.6005,-44.7124
33105.50,-17.5216,-42.5712,-42.5712,-44.7185
33106.50,-17.5222,-42.5669,-42.5669,-44.7396
33107.50,-17.5225,-42.5419,-42.5419,-44.7673
33108.50,-17.5228,-42.5218,-42.5218,-44.7740
33109.50,-17.5231,-42.4913,-42.4913,-44.7210
33110.50,-17.5237,-42.4545,-42.4545,-44.7188
33111.50,-17.5240,-42.4514,-42.4514,-44.6920
33112.50,-17.5243,-42.4785,-42.4785,-44.6667
33113.50,-17.5246,-42.4865,-42.4865,-44.6780
33114.50,-17.5252,-42.4718,-42.4718,-44.7201
33115.50,-17.5256,-42.4627,-42.4627,-44.7646
33116.50,-17.5259,-42.4755,-42.4755,-44.7274
33117.50,-17.5262,-42.4886,-42.4886,-44.7152
33118.50,-17.5268,-42.4990,-42.4990,-44.7313
33119.50,-17.5271,-42.5057,-42.5057,-44.7588
33120.50,-17.5274,-42.4901,-42.4901,-44.7472
33121.50,-17.5280,-42.4813,-42.4813,-44.6972
33122.50,-17.5283,-42.4813,-42.4813,-44.6490
33123.50,-17.5286,-42.4307,-42.4307,-44.6628
33124.50,-17.5289,-42.4084,-42.4084,-44.6518
33125.50,-17.5295,-42.4173,-42.4173,-44.6131
33126.50,-17.5298,-42.4785,-42.4785,-44.5859
33127.50,-17.5301,-42.5118,-42.5118,-44.5670
33128.50,-17.5304,-42.4645,-42.4645,-44.5530
33129.50,-17.5310,-42.4572,-42.4572,-44.5177
33130.50,-17.5313,-42.4182,-42.4182,-44.4796
33131.50,-17.5316,-42.3789,-42.3789,-44.4936
33132.50,-17.5323,-42.3472,-42.3472,-44.5012
33133.50,-17.5326,-42.3642,-42.3642,-44.4847
33134.50,-17.5329,-42.3862,-42.3862,-44.4259
33135.50,-17.5332,-42.3691,-42.3691,-44.3643
33136.50,-17.5338,-42.3758,-42.3758,-44.3330
33137.50,-17.5341,-42.4270,-42.4270,-44.3192
33138.50,-17.5344,-42.4194,-42.4194,-44.3235
33139.50,-17.5347,-42.4298,-42.4298,-44.3128
33140.50,-17.5353,-42.4151,-42.4151,-44.2443
33141.50,-17.5356,-42.3670,-42.3670,-44.2251
33142.50,-17.5359,-42.3124,-42.3124,-44.2525
33143.50,-17.5362,-42.2765,-42.2765,-44.2650
33144.50,-17.5368,-42.2676,-42.2676,-44.1982
33145.50,-17.5371,-42.2676,-42.2676,-44.1565
33146.50,-17.5374,-42.2844,-42.2844,-44.1556
33147.50,-17.5380,-42.2880,-42.2880,-44.1373
33148.50,-17.5384,-42.2365,-42.2365,-44.1297
33149.50,-17.5387,-42.2426,-42.2426,-44.0562
33150.50,-17.5390,-42.2380,-42.2380,-43.9934
33151.50,-17.5396,-42.1856,-42.1856,-43.9977
33152.50,-17.5399,-42.1469,-42.1469,-44.0102
33153.50,-17.5402,-42.1448,-42.1448,-44.0227
33154.50,-17.5405,-42.1518,-42.1518,-43.9870
33155.50,-17.5411,-42.1579,-42.1579,-43.9708
33156.50,-17.5414,-42.1439,-42.1439,-43.9620
33157.50,-17.5417,-42.0975,-42.0975,-43.9513
33158.50,-17.5420,-42.0902,-42.0902,-43.9282
33159.50,-17.5423,-42.1384,-42.1384,-43.8910
33160.50,-17.5426,-42.1899,-42.1899,-43.8739
33161.50,-17.5432,-42.2161,-42.2161,-43.8294
33162.50,-17.5435,-42.2579,-42.2579,-43.8413
33163.50,-17.5438,-42.3011,-42.3011,-43.8596
33164.50,-17.5441,-42.3560,-42.3560,-43.8523
33165.50,-17.5444,-42.3828,-42.3828,-43.8291
33166.50,-17.5448,-42.4045,-42.4045,-43.8072
33167.50,-17.5451,-42.4886,-42.4886,-43.7992
33168.50,-17.5454,-42.5666,-42.5666,-43.7995
33169.50,-17.5457,-42.6026,-42.6026,-43.8099
33170.50,-17.5463,-42.6971,-42.6971,-43.8291
33171.50,-17.5466,-42.7059,-42.7059,-43.8242
33172.50,-17.5469,-42.6983,-42.6983,-43.8221
33173.50,-17.5472,-42.7309,-42.7309,-43.8450
33174.50,-17.5475,-42.7205,-42.7205,-43.8514
33175.50,-17.5478,-42.7379,-42.7379,-43.8233
33176.50,-17.5481,-42.7705,-42.7705,-43.8233
33177.50,-17.5484,-42.8059,-42.8059,-43.8312
33178.50,-17.5487,-42.8178,-42.8178,-43.8361
33179.50,-17.5493,-42.8452,-42.8452,-43.8105
33180.50,-17.5496,-42.8717,-42.8717,-43.8337
33181.50,-17.5499,-42.9092,-42.9092,-43.8770
33182.50,-17.5502,-42.9409,-42.9409,-43.8962
33183.50,-17.5505,-42.9226,-42.9226,-43.8773
33184.50,-17.5512,-42.9351,-42.9351,-43.8700
33185.50,-17.5518,-42.9053,-42.9053,-43.8590
33186.50,-17.5524,-42.9117,-42.9117,-43.8748
33187.50,-17.5530,-42.9260,-42.9260,-43.8758
33188.50,-17.5536,-42.8803,-42.8803,-43.8974
33189.50,-17.5542,-42.9223,-42.9223,-43.9312
33190.50,-17.5548,-42.9833,-42.9833,-43.9398
33191.50,-17.5557,-42.9937,-42.9937,-43.9474
33192.50,-17.5563,-42.9851,-42.9851,-43.9657
33193.50,-17.5569,-42.9427,-42.9427,-43.9663
33194.50,-17.5576,-42.9897,-42.9897,-43.9428
33195.50,-17.5582,-43.0705,-43.0705,-43.9632
33196.50,-17.5588,-43.1689,-43.1689,-43.9952
33197.50,-17.5594,-43.2573,-43.2573,-44.0184
33198.50,-17.5600,-43.3238,-43.3238,-44.0178
33199.50,-17.5606,-43.2835,-43.2835,-44.0199
33200.50,-17.5612,-43.3143,-43.3143,-43.9907
33201.50,-17.5618,-43.3673,-43.3673,-44.0022
33202.50,-17.5624,-43.3826,-43.3826,-43.9769
33203.50,-17.5630,-43.4448,-43.4448,-43.9687
33204.50,-17.5637,-43.4798,-43.4798,-43.9669
33205.50,-17.5646,-43.4841,-43.4841,-43.9538
33206.50,-17.5652,-43.5136,-43.5136,-44.0041
33207.50,-17.5658,-43.5283,-43.5283,-43.9998
33208.50,-17.5664,-43.5816,-43.5816,-44.0245
33209.50,-17.5670,-43.7096,-43.7096,-44.0379
33210.50,-17.5676,-43.6779,-43.6779,-43.9928
33211.50,-17.5682,-43.6670,-43.6670,-43.9931
33212.50,-17.5688,-43.7191,-43.7191,-44.0141
33213.50,-17.5694,-43.7438,-43.7438,-44.0077
33214.50,-17.5701,-43.7682,-43.7682,-43.9952
33215.50,-17.5707,-43.7928,-43.7928,-43.9910
33216.50,-17.5713,-43.8175,-43.8175,-43.9910
33217.50,-17.5722,-43.8419,-43.8419,-44.0086
33218.50,-17.5728,-43.8666,-43.8666,-44.0510
33219.50,-17.5734,-43.8913,-43.8913,-44.0848
33220.50,-17.5740,-43.9160,-43.9160,-44.1053
33221.50,-17.5746,-43.9404,-43.9404,-44.0894
33222.50,-17.5752,-43.9651,-43.9651,-44.0739
33223.50,-17.5758,-43.9897,-43.9897,-44.0781
33224.50,-17.5765,-44.0141,-44.0141,-44.1016
33225.50,-17.5771,-44.0388,-44.0388,-44.1226
33226.50,-17.5777,-44.0635,-44.0635,-44.1553
33227.50,-17.5786,-44.0879,-44.0879,-44.1586
33228.50,-17.5792,-44.1126,-44.1126,-44.1281
33229.50,-17.5798,-44.1373,-44.1373,-44.1485
33230.50,-17.5804,-44.1617,-44.1617,-44.1827
33231.50,-17.5810,-44.1863,-44.1863,-44.1973
33232.50,-17.5816,-44.2110,-44.2110,-44.1882
33233.50,-17.5822,-44.2354,-44.2354,-44.1970
33234.50,-17.5829,-44.2601,-44.2601,-44.2159
33235.50,-17.5835,-44.2848,-44.2848,-44.2436
33236.50,-17.5844,-44.3095,-44.3095,-44.2656
33237.50,-17.5850,-44.3339,-44.3339,-44.2680
33238.50,-17.5856,-44.3586,-44.3586,-44.2735
33239.50,-17.5862,-44.3832,-44.3832,-44.2878
33240.50,-17.5868,-44.4076,-44.4076,-44.3226
33241.50,-17.5874,-44.4323,-44.4323,-44.3336
33242.50,-17.5880,-44.4424,-44.4424,-44.3323
33243.50,-17.5886,-44.4625,-44.4625,-44.3439
33244.50,-17.5893,-44.4277,-44.4277,-44.3607
33245.50,-17.5899,-44.4570,-44.4570,-44.3964
33246.50,-17.5908,-44.4527,-44.4527,-44.4326
33247.50,-17.5914,-44.4256,-44.4256,-44.4506
33248.50,-17.5920,-44.4024,-44.4024,-44.4637
33249.50,-17.5926,-44.4421,-44.4421,-44.4765
33250.50,-17.5932,-44.4479,-44.4479,-44.4713
33251.50,-17.5938,-44.4396,-44.4396,-44.4710
33252.50,-17.5944,-44.4384,-44.4384,-44.4918
33253.50,-17.5950,-44.4753,-44.4753,-44.5079
33254.50,-17.5957,-44.5448,-44.5448,-44.5143
33255.50,-17.5966,-44.5619,-44.5619,-44.5235
33256.50,-17.5972,-44.6420,-44.6420,-44.5460
33257.50,-17.5978,-44.7255,-44.7255,-44.5555
33258.50,-17.5984,-44.7216,-44.7216,-44.5549
33259.50,-17.5990,-44.7322,-44.7322,-44.5838
33260.50,-17.5996,-44.8188,-44.8188,-44.6149
33261.50,-17.6002,-44.7978,-44.7978,-44.6314
33262.50,-17.6008,-44.7728,-44.7728,-44.6329
33263.50,-17.6014,-44.8139,-44.8139,-44.6408
33264.50,-17.6021,-44.8697,-44.8697,-44.6585
33265.50,-17.6030,-44.9398,-44.9398,-44.6841
33266.50,-17.6036,-44.9944,-44.9944,-44.7027
33267.50,-17.6042,-45.0300,-45.0300,-44.7164
33268.50,-17.6048,-44.9587,-44.9587,-44.7161
33269.50,-17.6054,-44.8322,-44.8322,-44.7289
33270.50,-17.6060,-44.9249,-44.9249,-44.7411
33271.50,-17.6066,-45.0215,-45.0215,-44.7667
33272.50,-17.6072,-45.0779,-45.0779,-44.7899
33273.50,-17.6078,-45.1523,-45.1523,-44.8054
33274.50,-17.6088,-45.2949,-45.2949,-44.8142
33275.50,-17.6094,-45.3915,-45.3915,-44.8152
33276.50,-17.6100,-45.3772,-45.3772,-44.8206
33277.50,-17.6106,-45.4287,-45.4287,-44.8365
33278.50,-17.6112,-45.4650,-45.4650,-44.8569
33279.50,-17.6118,-45.4540,-45.4540,-44.8786
33280.50,-17.6124,-45.4705,-45.4705,-44.8953
33281.50,-17.6130,-45.5022,-45.5022,-44.8892
33282.50,-17.6136,-45.5266,-45.5266,-44.8968
33283.50,-17.6142,-45.4680,-45.4680,-44.9139
33284.50,-17.6152,-45.4702,-45.4702,-44.9343
33285.50,-17.6158,-45.5394,-45.5394,-44.9496
33286.50,-17.6164,-45.5994,-45.5994,-44.9557
33287.50,-17.6170,-45.6433,-45.6433,-44.9880
33288.50,-17.6176,-45.7018,-45.7018,-45.0178
33289.50,-17.6179,-45.6808,-45.6808,-45.0532
33290.50,-17.6185,-45.6000,-45.6000,-45.0870
33291.50,-17.6188,-45.5388,-45.5388,-45.1154
33292.50,-17.6194,-45.5040,-45.5040,-45.1160
33293.50,-17.6197,-45.4501,-45.4501,-45.1148
33294.50,-17.6200,-45.4095,-45.4095,-45.1410
33295.50,-17.6206,-45.3745,-45.3745,-45.1510
33296.50,-17.6210,-45.4129,-45.4129,-45.1553
33297.50,-17.6216,-45.4668,-45.4668,-45.1526
33298.50,-17.6219,-45.5805,-45.5805,-45.1587
33299.50,-17.6222,-45.6430,-45.6430,-45.1620
33300.50,-17.6228,-45.5717,-45.5717,-45.1556
33301.50,-17.6231,-45.4827,-45.4827,-45.1443
33302.50,-17.6237,-45.4869,-45.4869,-45.1306
33303.50,-17.6240,-45.4229,-45.4229,-45.1117
33304.50,-17.6246,-45.3903,-45.3903,-45.0916
33305.50,-17.6249,-45.4370,-45.4370,-45.0684
33306.50,-17.6252,-45.4827,-45.4827,-45.0486
33307.50,-17.6258,-45.5132,-45.5132,-45.0450
33308.50,-17.6261,-45.5942,-45.5942,-45.0462
33309.50,-17.6267,-45.6528,-45.6528,-45.0410
33310.50,-17.6270,-45.6637,-45.6637,-45.0212
33311.50,-17.6274,-45.7155,-45.7155,-45.0175
33312.50,-17.6280,-45.7817,-45.7817,-45.0194
33313.50,-17.6283,-45.8262,-45.8262,-45.0285
33314.50,-17.6289,-45.8372,-45.8372,-45.0215
33315.50,-17.6292,-45.8783,-45.8783,-45.0118
33316.50,-17.6295,-45.9216,-45.9216,-45.0032
33317.50,-17.6301,-45.9512,-45.9512,-44.9956
33318.50,-17.6304,-46.0005,-46.0005,-45.0023
33319.50,-17.6310,-46.0447,-46.0447,-45.0111
33320.50,-17.6313,-46.0560,-46.0560,-45.0084
33321.50,-17.6316,-46.0844,-46.0844,-44.9977
33322.50,-17.6322,-46.1270,-46.1270,-45.0057
33323.50,-17.6325,-46.1563,-46.1563,-45.0139
33324.50,-17.6331,-46.2026,-46.2026,-45.0261
33325.50,-17.6335,-46.1959,-46.1959,-45.0319
33326.50,-17.6338,-46.1907,-46.1907,-45.0178
33327.50,-17.6344,-46.2246,-46.2246,-45.0121
33328.50,-17.6347,-46.2584,-46.2584,-45.0227
33329.50,-17.6353,-46.2828,-46.2828,-45.0434
33330.50,-17.6356,-46.2931,-46.2931,-45.0331
33331.50,-17.6359,-46.2889,-46.2889,-45.0163
33332.50,-17.6365,-46.2797,-46.2797,-45.0340
33333.50,-17.6368,-46.2889,-46.2889,-45.0489
33334.50,-17.6374,-46.2953,-46.2953,-45.0547
33335.50,-17.6377,-46.2840,-46.2840,-45.0377
33336.50,-17.6383,-46.3261,-46.3261,-45.0517
33337.50,-17.6386,-46.3480,-46.3480,-45.0715
33338.50,-17.6389,-46.3639,-46.3639,-45.0919
33339.50,-17.6395,-46.3712,-46.3712,-45.0886
33340.50,-17.6399,-46.4068,-46.4068,-45.0742
33341.50,-17.6405,-46.4157,-46.4157,-45.0758
33342.50,-17.6408,-46.4071,-46.4071,-45.0803
33343.50,-17.6411,-46.4468,-46.4468,-45.0709
33344.50,-17.6417,-46.4666,-46.4666,-45.0718
33345.50,-17.6420,-46.4644,-46.4644,-45.0727
33346.50,-17.6426,-46.4632,-46.4632,-45.0761
33347.50,-17.6429,-46.4617,-46.4617,-45.0715
33348.50,-17.6432,-46.4605,-46.4605,-45.0843
33349.50,-17.6438,-46.4638,-46.4638,-45.0907
33350.50,-17.6441,-46.4074,-46.4074,-45.0849
33351.50,-17.6447,-46.3511,-46.3511,-45.0931
33352.50,-17.6450,-46.2947,-46.2947,-45.0959
33353.50,-17.6456,-46.2383,-46.2383,-45.0986
33354.50,-17.6463,-46.2779,-46.2779,-45.0989
33355.50,-17.6472,-46.3145,-46.3145,-45.1011
33356.50,-17.6478,-46.3087,-46.3087,-45.1084
33357.50,-17.6484,-46.3404,-46.3404,-45.1184
33358.50,-17.6490,-46.3992,-46.3992,-45.1385
33359.50,-17.6499,-46.4245,-46.4245,-45.1565
33360.50,-17.6505,-46.3901,-46.3901,-45.1754
33361.50,-17.6511,-46.3791,-46.3791,-45.1980
33362.50,-17.6517,-46.3706,-46.3706,-45.2282
33363.50,-17.6523,-46.4010,-46.4010,-45.2596
33364.50,-17.6533,-46.4257,-46.4257,-45.2894
33365.50,-17.6539,-46.3764,-46.3764,-45.3068
33366.50,-17.6545,-46.2974,-46.2974,-45.3290
33367.50,-17.6551,-46.1919,-46.1919,-45.3614
33368.50,-17.6560,-46.1630,-46.1630,-45.3900
33369.50,-17.6566,-46.1761,-46.1761,-45.4086
33370.50,-17.6572,-46.2087,-46.2087,-45.4272
33371.50,-17.6575,-46.2142,-46.2142,-45.4619
33372.50,-17.6581,-46.1200,-46.1200,-45.4193
33373.50,-17.6584,-45.9460,-45.9460,-45.0873
33374.50,-17.6587,-45.8405,-45.8405,-44.5244
33375.50,-17.6594,-45.9076,-45.9076,-44.8929
33376.50,-17.6597,-45.9158,-45.9158,-45.3501
33377.50,-17.6600,-45.8689,-45.8689,-45.4626
33378.50,-17.6603,-45.8405,-45.8405,-45.4836
33379.50,-17.6609,-45.8557,-45.8557,-45.5183
33380.50,-17.6612,-45.8783,-45.8783,-45.5656
33381.50,-17.6615,-45.7954,-45.7954,-45.5583
33382.50,-17.6621,-45.8506,-45.8506,-45.5558
33383.50,-17.6624,-45.9085,-45.9085,-45.5509
33384.50,-17.6627,-45.9079,-45.9079,-45.5705
33385.50,-17.6633,-45.8698,-45.8698,-45.5802
33386.50,-17.6636,-45.7283,-45.7283,-45.5759
33387.50,-17.6639,-45.6247,-45.6247,-45.5525
33388.50,-17.6642,-45.5552,-45.5552,-45.5903
33389.50,-17.6648,-45.6381,-45.6381,-45.6086
33390.50,-17.6651,-45.7704,-45.7704,-45.5988
33391.50,-17.6655,-45.8378,-45.8378,-45.5936
33392.50,-17.6661,-45.8768,-45.8768,-45.5939
33393.50,-17.6664,-45.8362,-45.8362,-45.6018
33394.50,-17.6667,-45.7808,-45.7808,-45.6046
33395.50,-17.6673,-45.5848,-45.5848,-45.5954
33396.50,-17.6676,-45.5778,-45.5778,-45.5954
33397.50,-17.6679,-45.5842,-45.5842,-45.5875
33398.50,-17.6685,-45.5610,-45.5610,-45.6022
33399.50,-17.6688,-45.5698,-45.5698,-45.5869
33400.50,-17.6691,-45.5570,-45.5570,-45.5894
33401.50,-17.6694,-45.5061,-45.5061,-45.5915
33402.50,-17.6700,-45.4342,-45.4342,-45.5909
33403.50,-17.6703,-45.4257,-45.4257,-45.5845
33404.50,-17.6706,-45.4254,-45.4254,-45.5830
33405.50,-17.6712,-45.4107,-45.4107,-45.5848
33406.50,-17.6716,-45.3281,-45.3281,-45.5860
33407.50,-17.6719,-45.2026,-45.2026,-45.5796
33408.50,-17.6725,-45.0855,-45.0855,-45.5808
33409.50,-17.6728,-44.9590,-44.9590,-45.5820
33410.50,-17.6731,-44.8673,-44.8673,-45.5951
33411.50,-17.6734,-44.8203,-44.8203,-45.6003
33412.50,-17.6740,-44.7685,-44.7685,-45.5869
33413.50,-17.6743,-44.7603,-44.7603,-45.5701
33414.50,-17.6746,-44.6646,-44.6646,-45.5567
33415.50,-17.6752,-44.5396,-44.5396,-45.5409
33416.50,-17.6755,-44.4363,-44.4363,-45.5244
33417.50,-17.6761,-44.3872,-44.3872,-45.5196
33418.50,-17.6767,-44.3476,-44.3476,-45.5098
33419.50,-17.6773,-44.3211,-44.3211,-45.4872
33420.50,-17.6780,-44.2461,-44.2461,-45.4659
33421.50,-17.6786,-44.1565,-44.1565,-45.4613
33422.50,-17.6792,-44.1458,-44.1458,-45.4418
33423.50,-17.6798,-44.2037,-44.2037,-45.4370
33424.50,-17.6807,-44.3025,-44.3025,-45.4220
33425.50,-17.6813,-44.3583,-44.3583,-45.4022
33426.50,-17.6819,-44.3793,-44.3793,-45.3857
33427.50,-17.6825,-44.3723,-44.3723,-45.3705
33428.50,-17.6831,-44.2961,-44.2961,-45.3547
33429.50,-17.6837,-44.2263,-44.2263,-45.3379
33430.50,-17.6844,-44.1199,-44.1199,-45.3516
33431.50,-17.6850,-44.0303,-44.0303,-45.3574
33432.50,-17.6856,-44.0659,-44.0659,-45.3504
33433.50,-17.6862,-44.0666,-44.0666,-45.3263
33434.50,-17.6868,-44.0550,-44.0550,-45.3415
33435.50,-17.6874,-43.9550,-43.9550,-45.3406
33436.50,-17.6880,-43.8812,-43.8812,-45.3443
33437.50,-17.6886,-43.7633,-43.7633,-45.3236
33438.50,-17.6892,-43.6627,-43.6627,-45.2861
33439.50,-17.6898,-43.6130,-43.6130,-45.2742
33440.50,-17.6908,-43.5834,-43.5834,-45.2827
33441.50,-17.6914,-43.5447,-43.5447,-45.2711
33442.50,-17.6920,-43.4676,-43.4676,-45.2425
33443.50,-17.6926,-43.4042,-43.4042,-45.2224
33444.50,-17.6932,-43.3573,-43.3573,-45.2029
33445.50,-17.6938,-43.3131,-43.3131,-45.1916
33446.50,-17.6944,-43.2841,-43.2841,-45.1885
33447.50,-17.6950,-43.2948,-43.2948,-45.1669
33448.50,-17.6956,-43.2729,-43.2729,-45.1352
33449.50,-17.6962,-43.2381,-43.2381,-45.1001
33450.50,-17.6968,-43.2360,-43.2360,-45.1020
33451.50,-17.6975,-43.2317,-43.2317,-45.0715
33452.50,-17.6981,-43.2012,-43.2012,-45.0377
33453.50,-17.6987,-43.1976,-43.1976,-45.0434
33454.50,-17.6993,-43.2021,-43.2021,-45.0267
33455.50,-17.6999,-43.1671,-43.1671,-44.9922
33456.50,-17.7008,-43.1333,-43.1333,-45.0026
33457.50,-17.7014,-43.1503,-43.1503,-44.9935
33458.50,-17.7020,-43.2165,-43.2165,-44.9685
33459.50,-17.7026,-43.2393,-43.2393,-44.9480
33460.50,-17.7033,-43.2341,-43.2341,-44.9212
33461.50,-17.7039,-43.1982,-43.1982,-44.9160
33462.50,-17.7045,-43.1860,-43.1860,-44.9136
33463.50,-17.7051,-43.1275,-43.1275,-44.8941
33464.50,-17.7057,-43.0982,-43.0982,-44.9133
33465.50,-17.7063,-43.0510,-43.0510,-44.9148
33466.50,-17.7069,-43.0122,-43.0122,-44.9081
33467.50,-17.7075,-43.0037,-43.0037,-44.8828
33468.50,-17.7081,-42.9723,-42.9723,-44.8734
33469.50,-17.7087,-42.9940,-42.9940,-44.8706
33470.50,-17.7093,-42.9577,-42.9577,-44.8478
33471.50,-17.7100,-42.8775,-42.8775,-44.8142
33472.50,-17.7109,-42.8065,-42.8065,-44.7999
33473.50,-17.7115,-42.7852,-42.7852,-44.7786
33474.50,-17.7121,-42.7516,-42.7516,-44.7621
33475.50,-17.7127,-42.7117,-42.7117,-44.7679
33476.50,-17.7133,-42.7190,-42.7190,-44.7856
33477.50,-17.7139,-42.7001,-42.7001,-44.7655
33478.50,-17.7145,-42.6776,-42.6776,-44.7344
