0.075,0,16.356
0.0791667,0,16.001
0.0749543,-0.00261746,16.354
0.0791184,-0.00276288,16
0.0833333,0,15.666
0.0832826,-0.00290829,15.664
0.0875,0,15.349
0.0874467,-0.00305371,15.347
0.0916667,0,15.048
0.0916108,-0.00319912,15.046
0.0958333,0,14.761
0.095775,-0.00334454,14.759
0.1,0,14.488
0.0999391,-0.00348995,14.486
0.104167,0,14.227
0.104103,-0.00363536,14.225
0.108333,0,13.977
0.108267,-0.00378078,13.975
0.1125,0,13.738
0.112431,-0.00392619,13.736
0.116667,0,13.508
0.116596,-0.00407161,13.506
0.120833,0,13.287
0.12076,-0.00421702,13.285
0.125,0,13.074
0.124924,-0.00436244,13.072
0.13125,0,12.769
0.13117,-0.00458056,12.767
0.1375,0,12.479
0.137416,-0.00479868,12.477
0.14375,0,12.204
0.143662,-0.0050168,12.202
0.15,0,11.941
0.149909,-0.00523492,11.939
0.15625,0,11.69
0.156155,-0.00545305,11.688
0.1625,0,11.45
0.162401,-0.00567117,11.447
0.16875,0,11.219
0.168647,-0.00588929,11.217
0.175,0,10.998
0.174893,-0.00610741,10.995
0.191667,0,10.447
0.19155,-0.00668907,10.444
0.208333,0,9.9451
0.208206,-0.00727073,9.9425
0.225,0,9.4841
0.224863,-0.00785239,9.4814
0.241667,0,9.0576
0.241519,-0.00843405,9.0549
0.258333,0,8.6607
0.258176,-0.0090157,8.6579
0.275,0,8.2894
0.274832,-0.00959736,8.2866
0.3,0,7.774
0.299817,-0.0104698,7.7711
0.325,0,7.3004
0.324802,-0.0113423,7.2975
0.35,0,6.8623
0.349787,-0.0122148,6.8594
0.375,0,6.4547
0.374772,-0.0130873,6.4517
0.425,0,5.7179
0.424741,-0.0148323,5.7149
0.475,0,5.0649
0.474711,-0.0165773,5.0619
0.525,0,4.4809
0.52468,-0.0183222,4.478
0.575,0,3.9557
0.57465,-0.0200672,3.9529
0.625,0,3.482
0.624619,-0.0218122,3.4793
0.675,0,3.0545
0.674589,-0.0235572,3.0519
0.725,0,2.6689
0.724558,-0.0253021,2.6666
0.775,0,2.322
0.774528,-0.0270471,2.3198
0.825,0,2.0108
0.824497,-0.0287921,2.0088
0.875,0,1.7327
0.874467,-0.0305371,1.7308
0.925,0,1.4853
0.924437,-0.032282,1.4836
0.975,0,1.2662
0.974406,-0.034027,1.2647
1.025,0,1.0733
1.02438,-0.035772,1.072
1.075,0,0.90429
1.07435,-0.037517,0.90311
1.175,0,0.63247
1.17428,-0.0410069,0.63156
1.275,0,0.432
1.27422,-0.0444969,0.43133
1.375,0,0.28802
1.37416,-0.0479868,0.28753
1.475,0,0.18736
1.4741,-0.0514768,0.18703
1.575,0,0.11891
1.57404,-0.0549667,0.11868
1.675,0,0.073612
1.67398,-0.0584567,0.073461
1.775,0,0.044453
1.77392,-0.0619466,0.044357
1.875,0,0.026189
1.87386,-0.0654366,0.026129
1.975,0,0.015054
1.9738,-0.0689265,0.015018
2.075,0,0.0084455
2.07374,-0.0724165,0.0084239
2.175,0,0.004625
2.17368,-0.0759064,0.0046126
2.275,0,0.0024731
2.27361,-0.0793964,0.0024662
2.375,0,0.0012917
2.37355,-0.0828863,0.0012879
2.475,0,0.00065924
2.47349,-0.0863763,0.0006572
2.575,0,0.00032885
2.57343,-0.0898662,0.00032779
2.675,0,0.00016041
2.67337,-0.0933562,0.00015987
2.775,0,7.6537e-05
2.77331,-0.0968461,7.6268e-05
2.875,0,3.5737e-05
2.87325,-0.100336,3.5607e-05
2.975,0,1.6336e-05
2.97319,-0.103826,1.6274e-05
3.075,0,7.3133e-06
3.07313,-0.107316,7.2846e-06
3.175,0,3.2079e-06
3.17307,-0.110806,3.1949e-06
3.275,0,1.3793e-06
3.273,-0.114296,1.3734e-06
3.375,0,5.8152e-07
3.37294,-0.117786,5.7898e-07
3.475,0,2.4052e-07
3.47288,-0.121276,2.3944e-07
3.575,0,9.7633e-08
3.57282,-0.124766,9.7177e-08
3.675,0,3.891e-08
3.67276,-0.128256,3.8723e-08
3.775,0,1.5231e-08
3.7727,-0.131746,1.5155e-08
3.875,0,5.8584e-09
3.87264,-0.135236,5.8283e-09
3.975,0,2.215e-09
3.97258,-0.138725,2.2033e-09
4.075,0,8.2352e-10
4.07252,-0.142215,8.1904e-10
4.175,0,3.012e-10
4.17246,-0.145705,2.9952e-10
4.275,0,1.0842e-10
4.2724,-0.149195,1.0779e-10
4.375,0,3.8417e-11
4.37233,-0.152685,3.8189e-11
