15,1.00E-90
62,1.31E-79
176,6.69E-63
364,2.90E-52
528,1.01E-45
728,5.34E-39
885.5,8.60E-35
1072,1.84E-30
1272,2.04E-26
1472,5.81E-23
1672,5.53E-20
1872,2.13E-17
2056,2.44E-15
2256,2.41E-13
2456,1.33E-11
2656,4.44E-10
2856,9.44E-09
3056,1.35E-07
3256,1.35E-06
3456,9.90E-06
3656,5.47E-05
3856,2.34E-04
4056,7.97E-04
4244,2.08E-03
4444,4.85E-03
4644,9.57E-03
4844,1.62E-02
5044,2.41E-02
5244,3.15E-02
5444,3.69E-02
5644,3.92E-02
5844,3.80E-02
6044,3.41E-02
6244,2.86E-02
6444,2.26E-02
6644,1.69E-02
6844,1.22E-02
7044,8.45E-03
7244,5.69E-03
7444,3.75E-03
7644,2.42E-03
7844,1.54E-03
8044,9.65E-04
8208,6.53E-04
8408,4.03E-04
8608,2.47E-04
8808,1.51E-04
9008,9.18E-05
9208,5.58E-05
9408,3.43E-05
9608,2.24E-05
9808,1.84E-05
10008,2.43E-05
10208,4.82E-05
10408,1.08E-04
10608,2.42E-04
10808,5.14E-04
11008,1.04E-03
11208,1.98E-03
11408,3.60E-03
11608,6.21E-03
11808,1.02E-02
12008,1.60E-02
12208,2.39E-02
12408,3.42E-02
12608,4.71E-02
12808,6.21E-02
13008,7.89E-02
13208,9.65E-02
13408,0.11401799
13608,0.13023005
13808,0.1440724
14008,0.15464935
14208,0.16136212
14408,0.16396704
14608,0.16257753
14808,0.15761492
15008,0.14972376
15208,0.13967013
15408,0.12824308
15608,0.11617343
15808,0.10407837
16008,9.24E-02
16208,8.16E-02
16392,7.24E-02
16592,6.35E-02
16792,5.57E-02
16992,4.88E-02
17192,4.29E-02
17392,3.78E-02
17592,3.35E-02
17792,2.97E-02
17992,2.65E-02
18192,2.38E-02
18392,2.14E-02
18592,1.93E-02
18792,1.75E-02
18992,1.59E-02
19192,1.45E-02
19392,1.32E-02
19592,1.22E-02
19792,1.12E-02
19992,1.03E-02
20192,9.52E-03
20392,8.82E-03
20592,8.18E-03
20792,7.61E-03
20992,7.08E-03
21192,6.61E-03
21392,6.18E-03
21592,5.78E-03
21792,5.42E-03
21992,5.08E-03
22192,4.78E-03
22392,4.49E-03
22592,4.23E-03
22792,3.99E-03
22992,3.76E-03
23192,3.56E-03
23392,3.36E-03
23592,3.18E-03
23792,3.01E-03
23992,2.86E-03
24192,2.71E-03
24392,2.57E-03
24592,2.44E-03
24792,2.32E-03
24992,2.21E-03
25192,2.10E-03
25392,2.00E-03
25592,1.91E-03
25792,1.82E-03
25992,1.74E-03
26192,1.66E-03
26392,1.58E-03
26592,1.51E-03
26792,1.45E-03
26992,1.38E-03
27192,1.32E-03
27392,1.26E-03
27592,1.21E-03
27792,1.16E-03
27992,1.11E-03
28192,1.06E-03
28392,1.02E-03
28592,9.78E-04
28792,9.38E-04
28992,9.00E-04
29192,8.64E-04
29392,8.29E-04
29592,7.96E-04
29792,7.64E-04
29992,7.34E-04
30192,7.05E-04
30392,6.78E-04
30592,6.52E-04
30792,6.26E-04
30992,6.02E-04
31192,5.79E-04
31392,5.57E-04
31592,5.36E-04
31792,5.15E-04
31992,4.96E-04
32192,4.77E-04
32392,4.60E-04
32592,4.42E-04
32776,4.27E-04
32976,4.11E-04
33176,3.96E-04
33376,3.81E-04
33576,3.67E-04
33776,3.54E-04
33976,3.41E-04
34176,3.29E-04
34376,3.17E-04
34576,3.05E-04
34776,2.94E-04
34976,2.83E-04
35176,2.73E-04
35376,2.63E-04
35576,2.54E-04
35776,2.45E-04
35976,2.36E-04
36176,2.28E-04
36376,2.20E-04
36576,2.12E-04
36776,2.04E-04
36976,1.97E-04
37176,1.90E-04
37376,1.83E-04
37576,1.77E-04
37776,1.71E-04
37976,1.65E-04
38176,1.59E-04
38376,1.53E-04
38576,1.48E-04
38776,1.43E-04
38976,1.38E-04
39176,1.33E-04
39376,1.28E-04
39576,1.24E-04
39776,1.19E-04
39976,1.15E-04
40176,1.11E-04
40376,1.07E-04
40576,1.04E-04
40776,1.00E-04
40976,9.66E-05
41176,9.32E-05
41376,9.00E-05
41576,8.69E-05
41776,8.38E-05
41976,8.09E-05
42176,7.81E-05
42376,7.54E-05
42576,7.28E-05
42776,7.03E-05
42976,6.79E-05
43176,6.55E-05
43376,6.33E-05
43576,6.11E-05
43776,5.90E-05
43976,5.69E-05
44176,5.50E-05
44376,5.31E-05
44576,5.12E-05
44776,4.95E-05
44976,4.78E-05
45176,4.61E-05
45376,4.45E-05
45576,4.30E-05
45776,4.15E-05
45976,4.01E-05
46176,3.87E-05
46376,3.73E-05
46576,3.61E-05
46776,3.48E-05
46976,3.36E-05
47176,3.24E-05
47376,3.13E-05
47576,3.03E-05
47776,2.92E-05
47976,2.82E-05
48176,2.72E-05
48376,2.63E-05
48576,2.54E-05
48776,2.45E-05
48976,2.37E-05
49176,2.29E-05
49376,2.21E-05
49576,2.13E-05
49776,2.06E-05
49976,1.99E-05
